time_myr,z3_chabrier,z3_topheavy,z6_chabrier,z6_topheavy,z9_chabrier,z9_topheavy
9.150000000000000000e+01,1.102190409036943604e+12,7.664917333105100586e+12,8.521859343166876221e+11,5.926321518874153320e+12,3.091445697861624146e+11,2.149871339798468018e+12
9.200000000000000000e+01,1.112439379983717041e+12,7.733844974390408203e+12,8.569665879785684814e+11,5.957759909358440430e+12,3.087112125061779175e+11,2.146206528048135498e+12
9.250000000000000000e+01,1.122702391711283936e+12,7.802859870591512695e+12,8.617116894691763916e+11,5.988956299923656250e+12,3.082561510051183472e+11,2.142401733797481934e+12
9.300000000000000000e+01,1.132979208817192383e+12,7.871960513602711914e+12,8.664212153987806396e+11,6.019910641508833008e+12,3.077797893864290771e+11,2.138459673469486328e+12
9.350000000000000000e+01,1.143269598260861084e+12,7.941145410133619141e+12,8.710951462829699707e+11,6.050622909257410156e+12,3.072825280486590576e+11,2.134383036984323975e+12
9.400000000000000000e+01,1.153573329328170898e+12,8.010413081493806641e+12,8.757334664600655518e+11,6.081093102004256836e+12,3.067647636628320312e+11,2.130174487665399902e+12
9.450000000000000000e+01,1.163890173596836670e+12,8.079762063382142578e+12,8.803361640102501221e+11,6.111321241773141602e+12,3.062268891521019897e+11,2.125836662158933594e+12
9.500000000000000000e+01,1.174219904902545654e+12,8.149190905680583008e+12,8.849032306763770752e+11,6.141307373284387695e+12,3.056692936736062012e+11,2.121372170366584473e+12
9.550000000000000000e+01,1.184562299305833252e+12,8.218698172252360352e+12,8.894346617864068604e+11,6.171051563472499023e+12,3.050923626024356689e+11,2.116783595390629395e+12
9.600000000000000000e+01,1.194917135059681885e+12,8.288282440744431641e+12,8.939304561774443359e+11,6.200553901013489258e+12,3.044964775176400757e+11,2.112073493491191650e+12
9.650000000000000000e+01,1.205284192577817627e+12,8.357942302394037109e+12,8.983906161213177490e+11,6.229814495861657227e+12,3.038820161901935425e+11,2.107244394055078369e+12
9.700000000000000000e+01,1.215663254403686523e+12,8.427676361839307617e+12,9.028151472516776123e+11,6.258833478795625000e+12,3.032493525728419800e+11,2.102298799575744873e+12
9.750000000000000000e+01,1.226054105180086182e+12,8.497483236933753906e+12,9.072040584925689697e+11,6.287611000973375000e+12,3.025988567917645874e+11,2.097239185643976807e+12
9.800000000000000000e+01,1.236456531619443604e+12,8.567361558564591797e+12,9.115573619884398193e+11,6.316147233496082031e+12,3.019308951399793091e+11,2.092068000948864502e+12
9.850000000000000000e+01,1.246870322474718750e+12,8.637309970474735352e+12,9.158750730355581055e+11,6.344442366980545898e+12,3.012458300724190674e+11,2.086787667288631836e+12
9.900000000000000000e+01,1.257295268510900879e+12,8.707327129088373047e+12,9.201572100147899170e+11,6.372496611139982422e+12,3.005440202026235962e+11,2.081400579590981689e+12
9.950000000000000000e+01,1.267731162477113037e+12,8.777411703340140625e+12,9.244037943257264404e+11,6.400310194373048828e+12,2.998258203009744263e+11,2.075909105942515381e+12
1.000000000000000000e+02,1.278177799079275879e+12,8.847562374507580078e+12,9.286148503221013184e+11,6.427883363360810547e+12,2.990915812944186401e+11,2.070315587626904297e+12
