time_myr,r_over_R0,radius_cm,velocity_km_s,pressure_erg_cm3,sfr_msun_yr,gas_msun,formed_msun,incident_shell_msun,central_gas_msun,other_shell_msun,halo_msun,gravity_dyne,accretion_dyne,pressure_dyne,uv_dyne,lya_dyne,sn_per_myr,uv_erg_s,lya_erg_s,shell_temperature_K,force_multiplier,shell_loading_msun_myr
5.000000000000000000e+00,1.000000000000000000e+00,3.305494592756875919e+20,1.357930628351546043e-01,1.537669487389569907e-10,4.414359115770541235e-03,1.600520112772174552e+07,2.187340906362049282e+04,1.600520112772174552e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.019636582493645549e+08,-2.758984286321135174e+32,-4.754621678945577254e+30,2.111279654996635086e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.173864061832036043e+01,2.344048874696388678e+40,3.634194967957420654e+39,nan,nan,6.233337059829779901e+04
5.500000000000000000e+00,1.000000000000000000e+00,3.307637938929907139e+20,1.358811136648820639e-01,1.796960722203014790e-10,4.422354185330079276e-03,1.603418895879180357e+07,2.408258673765324056e+04,1.603418895879180357e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.021621324706383198e+08,-2.765773441120241661e+32,-4.766965630562785134e+30,2.470497267310242050e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.245793687850625453e+01,2.406860296919567605e+40,3.689016140223761653e+39,nan,nan,6.245470370267318503e+04
5.961762928451997290e+00,1.000000000000000000e+00,3.309618608947223593e+20,1.359624815935141506e-01,2.048738884003810668e-10,0.000000000000000000e+00,1.606101035093099438e+07,2.612637339990586042e+04,1.606101035093099438e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.023457716756511480e+08,-2.772058886313505292e+32,-4.778394052067615881e+30,2.820021203888602206e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.309782124137793957e+01,2.460813691944188757e+40,3.734413055266576087e+39,nan,nan,6.256696772712047095e+04
6.000000000000000000e+00,1.000000066796710829e+00,3.309782895972353311e+20,1.365190283166990703e-01,2.070099453984663734e-10,0.000000000000000000e+00,1.606340290645099990e+07,2.612637339990586042e+04,1.606340290645099990e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.023609930257999003e+08,-2.772609083798249618e+32,-4.779558410789753784e+30,2.849706214403842089e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.314987534994215324e+01,2.316233431615082403e+40,3.459810634338136505e+39,nan,nan,6.257627298426913330e+04
6.500000000000000000e+00,1.000182091633320836e+00,3.312531876062506516e+20,2.409346582623594357e-01,2.328318488927287753e-10,0.000000000000000000e+00,1.609472148455331288e+07,2.612637339990586042e+04,1.609472148455331288e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.025602406668556929e+08,-2.779310213246219655e+32,-4.833181917486415404e+30,3.210497847861755633e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.139770769157855668e+01,1.394672497250169968e+40,1.717304964624582592e+39,nan,nan,6.269807890280918218e+04
7.000000000000000000e+00,1.001251825824239772e+00,3.318224966095756329e+20,5.052093511793430691e-01,2.541062815804707707e-10,0.000000000000000000e+00,1.612610102487006970e+07,2.612637339990586042e+04,1.612610102487006970e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.027598761472757906e+08,-2.783557523174487155e+32,-4.950273916803160159e+30,3.515903270765668858e+32,0.000000000000000000e+00,0.000000000000000000e+00,1.031277755642240557e+01,1.110629491654430066e+40,1.220162050499634254e+39,nan,nan,6.282012191891166003e+04
7.500000000000000000e+00,1.003910030964550115e+00,3.329191773841490575e+20,9.057940236149822910e-01,2.710042165001436408e-10,0.000000000000000000e+00,1.615754164606539719e+07,2.612637339990586042e+04,1.615754164606539719e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.029599002219970077e+08,-2.783403374163743497e+32,-5.121865057413484662e+30,3.774535703714990077e+32,0.000000000000000000e+00,0.000000000000000000e+00,9.565667626113858901e+00,9.440013366114156889e+39,9.495690608344005229e+38,nan,nan,6.294240249409156240e+04
8.000000000000000000e+00,1.008750816058066935e+00,3.347414028544544604e+20,1.421261455346557012e+00,2.829817891566172982e-10,0.000000000000000000e+00,1.618904346703440137e+07,2.612637339990586042e+04,1.618904346703440137e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.031603136474255919e+08,-2.777246721432148256e+32,-5.339757865124849182e+30,3.984622801684955684e+32,0.000000000000000000e+00,0.000000000000000000e+00,8.993050305861709504e+00,8.287575226057805067e+39,7.738356874604567304e+38,nan,nan,6.306492109076217457e+04
8.500000000000000000e+00,1.016263841555625103e+00,3.374531761852025405e+20,2.029548185395772641e+00,2.894850636302897583e-10,0.000000000000000000e+00,1.622060660690362006e+07,2.612637339990586042e+04,1.622060660690362006e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.033611171814401895e+08,-2.763880769585615313e+32,-5.595436491966819255e+30,4.142505226263938987e+32,0.000000000000000000e+00,0.000000000000000000e+00,8.529608482952426129e+00,7.423764379914726345e+39,6.491627538493935580e+38,nan,nan,6.318767817223691964e+04
9.000000000000000000e+00,1.026830238899557601e+00,3.411828633629845094e+20,2.707581591519204522e+00,2.902216267396601495e-10,0.000000000000000000e+00,1.625223118503146432e+07,2.612637339990586042e+04,1.625223118503146432e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.035623115833946615e+08,-2.742549922489009180e+32,-5.879915169119666514e+30,4.245355423206312726e+32,0.000000000000000000e+00,0.000000000000000000e+00,8.141586756204215902e+00,6.743869894217178911e+39,5.557616152296247348e+38,nan,nan,6.331067420273103926e+04
9.500000000000000000e+00,1.040719242856004589e+00,3.460219572756696269e+20,3.431838980195185851e+00,2.852978561287443966e-10,0.000000000000000000e+00,1.628391732100869901e+07,2.612637339990586042e+04,1.628391732100869901e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.037638976141209900e+08,-2.712982656879710277e+32,-6.183957422176200583e+30,4.292553226172425582e+32,0.000000000000000000e+00,0.000000000000000000e+00,7.808979386363622766e+00,6.190625078790418998e+39,4.831152056802783793e+38,nan,nan,6.343390964736341266e+04
1.000000000000000000e+01,1.058088714434637589e+00,3.520251316038969590e+20,4.179362657061276742e+00,2.752471200316040357e-10,0.000000000000000000e+00,1.631566513465885073e+07,2.612637339990586042e+04,1.631566513465885073e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.039658760359320790e+08,-2.675382784496595482e+32,-6.498480477725212377e+30,4.286274560164844343e+32,0.000000000000000000e+00,0.000000000000000000e+00,7.518846470948925109e+00,5.729340708611908362e+39,4.250278277169306087e+38,nan,nan,6.355738497215825191e+04
1.050000000000000000e+01,1.078990893559447439e+00,3.592120362170012140e+20,4.928903097343880546e+00,2.609611462688550236e-10,0.000000000000000000e+00,1.634747474603870139e+07,2.612637339990586042e+04,1.634747474603870139e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.041682476126247495e+08,-2.630374808499136643e+32,-6.815015805782250689e+30,4.231433070011905591e+32,0.000000000000000000e+00,0.000000000000000000e+00,7.262313663518357387e+00,5.337474017027166680e+39,3.775789184144435329e+38,nan,nan,6.368110064404691366e+04
1.100000000000000000e+01,1.103383314909742285e+00,3.675708197969942938e+20,5.661927099631226312e+00,2.435543859999697953e-10,0.000000000000000000e+00,1.637934627543871664e+07,2.612637339990586042e+04,1.637934627543871664e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.043710131094825119e+08,-2.578911308005818053e+32,-7.126120750275140443e+30,4.135117672567593357e+32,0.000000000000000000e+00,0.000000000000000000e+00,7.032998490568856731e+00,4.999583436798898880e+39,3.381516140759879768e+38,nan,nan,6.380505713086962351e+04
1.150000000000000000e+01,1.131143762633169958e+00,3.770630127331118285e+20,6.363312517208032482e+00,2.242046395665082211e-10,0.000000000000000000e+00,1.641127984338351153e+07,2.612637339990586042e+04,1.641127984338351153e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.045741732932785451e+08,-2.522158724230058462e+32,-7.425668680672959460e+30,4.005736021669879481e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.826180033133725900e+00,4.704674349126556152e+39,3.049270372467312762e+38,nan,nan,6.392925490137728775e+04
1.200000000000000000e+01,1.162087542147334229e+00,3.876292021067224842e+20,7.021653428850653356e+00,2.040111594350736136e-10,0.000000000000000000e+00,1.644327557063231058e+07,2.612637339990586042e+04,1.644327557063231058e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.047777289322785884e+08,-2.461380588996242818e+32,-7.708985247960920014e+30,3.852092990577676646e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.638223603799640493e+00,4.444640609075097904e+39,2.765968863105603542e+38,nan,nan,6.405369442523325415e+04
1.250000000000000000e+01,1.195985228502055797e+00,3.991948879886474936e+20,7.629194524532042720e+00,1.838966262109040277e-10,0.000000000000000000e+00,1.647533357817939296e+07,2.612637339990586042e+04,1.647533357817939296e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.049816807962437719e+08,-2.397834453495853738e+32,-7.972836217651256837e+30,3.682591683440635729e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.466321280056868126e+00,4.213377097035741888e+39,2.521968164902547528e+38,nan,nan,6.417837617301503633e+04
1.300000000000000000e+01,1.232579318481885844e+00,4.116759965064966308e+20,8.181479160097930858e+00,1.645605184442583378e-10,0.000000000000000000e+00,1.650745398725455813e+07,2.612637339990586042e+04,1.650745398725455813e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.051860296564335972e+08,-2.332692687300894518e+32,-8.215299065063697335e+30,3.504665729331799641e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.308210104187201850e+00,4.006156345879150237e+39,2.309975058969814263e+38,nan,nan,6.430330061621616187e+04
1.350000000000000000e+01,1.271598698439133868e+00,4.249836844461865697e+20,8.676822193165889985e+00,1.464764371672476215e-10,0.000000000000000000e+00,1.653963691932357661e+07,2.612637339990586042e+04,1.653963691932357661e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.053907762856089175e+08,-2.266990600514013119e+32,-8.435561857175473991e+30,3.324467920482560571e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.162079279400687781e+00,3.819274020042459928e+39,2.124389497088501790e+38,nan,nan,6.442846822724798403e+04
1.400000000000000000e+01,1.312770368526892328e+00,4.390282450668914606e+20,9.115713984693639915e+00,1.299187741323849891e-10,0.000000000000000000e+00,1.657188249608865939e+07,2.612637339990586042e+04,1.657188249608865939e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.055959214580346197e+08,-2.201599997277742424e+32,-8.633691712412758572e+30,3.146782319711769598e+32,0.000000000000000000e+00,0.000000000000000000e+00,6.026432967275776598e+00,3.649762866321611910e+39,1.960819800381648555e+38,nan,nan,6.455387947944128973e+04
1.450000000000000000e+01,1.355828316058973027e+00,4.537220751089126605e+20,9.500237576474553691e+00,1.150035677932093658e-10,0.000000000000000000e+00,1.660419083948891424e+07,2.612637339990586042e+04,1.660419083948891424e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.058014659494828731e+08,-2.137223133028578031e+32,-8.810405862558541347e+30,2.975096090009392222e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.900037749072955862e+00,3.495228720492665860e+39,1.815793345181888346e+38,nan,nan,6.467953484704832954e+04
1.500000000000000000e+01,1.400519747099336021e+00,4.689817687193934889e+20,9.833551148514727558e+00,1.017319631258961359e-10,0.000000000000000000e+00,1.663656207170080021e+07,2.612637339990586042e+04,1.663656207170080021e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.060074105372357965e+08,-2.074400991982778275e+32,-8.966866646652777324e+30,2.811766223271994002e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.781860686054207221e+00,3.353707457669403115e+39,1.686513999927770222e+38,nan,nan,6.480543480524443294e+04
1.550000000000000000e+01,1.446609064151243462e+00,4.847294642742929654e+20,1.011946079179506697e+01,9.002915053856820950e-11,0.000000000000000000e+00,1.666899631513859890e+07,2.612637339990586042e+04,1.666899631513859890e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.062137560000885576e+08,-2.013530190115347880e+32,-9.104511024111924638e+30,2.658225713277146385e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.671017412557170623e+00,3.223568949467598449e+39,1.570709560035802133e+38,nan,nan,6.493157983012988552e+04
1.600000000000000000e+01,1.493880043280444658e+00,5.008935926887552778e+20,1.036208877008206564e+01,7.977564015402689619e-11,0.000000000000000000e+00,1.670149369245487824e+07,2.612637339990586042e+04,1.670149369245487824e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.064205031183522344e+08,-1.954883940838620834e+32,-9.224917214698264011e+30,2.515191835067387842e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.566749716099465672e+00,3.103446768733989076e+39,1.466510493792847617e+38,nan,nan,6.505797039873171889e+04
1.650000000000000000e+01,1.542136653990692441e+00,5.174091732271286845e+20,1.056562975405097404e+01,7.083032900595743736e-11,0.000000000000000000e+00,1.673405432654093765e+07,2.612637339990586042e+04,1.673405432654093765e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.066276526738567948e+08,-1.898633848414563443e+32,-9.329705897613608298e+30,2.382853659198736857e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.468433766915326899e+00,2.992205184229002727e+39,1.372383933691272272e+38,nan,nan,6.518460698900547868e+04
1.700000000000000000e+01,1.591202911139076415e+00,5.342177854484873216e+20,1.073418161357103884e+01,6.304630825261116804e-11,0.000000000000000000e+00,1.676667834052730538e+07,2.612637339990586042e+04,1.676667834052730538e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.068352054499541074e+08,-1.844870497948705793e+32,-9.420470931090236950e+30,2.261029404935065983e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.375495937273907288e+00,2.888860938984442072e+39,1.287035312413277454e+38,nan,nan,6.531149007983710908e+04
1.750000000000000000e+01,1.640922078179274379e+00,5.512673230798564229e+20,1.087163572243717802e+01,5.628089629350929035e-11,0.000000000000000000e+00,1.679936585778416693e+07,2.612637339990586042e+04,1.679936585778416693e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.070431622315207720e+08,-1.793621749050657080e+32,-9.498733798938210626e+30,2.149291737524923292e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.287460317430404011e+00,2.792583434894292561e+39,1.209382589843915100e+38,nan,nan,6.543862015104465536e+04
1.800000000000000000e+01,1.691155469749729523e+00,5.685116122029083197e+20,1.098161240871494471e+01,5.040140830358635508e-11,0.000000000000000000e+00,1.683211700192186236e+07,2.612637339990586042e+04,1.683211700192186236e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.072515238049612194e+08,-1.744868296837829380e+32,-9.565916177580402022e+30,2.047063031369930910e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.203898339965586928e+00,2.702654206229658558e+39,1.138510657875515241e+38,nan,nan,6.556599768338019203e+04
1.850000000000000000e+01,1.741781036918906622e+00,5.859099548040516731e+20,1.106742900174491773e+01,4.528796890749748743e-11,0.000000000000000000e+00,1.686493189679134265e+07,2.612637339990586042e+04,1.686493189679134265e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.074602909582106173e+08,-1.698556480155341389e+32,-9.623325679727572701e+30,1.953684637408347668e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.124424924314869401e+00,2.618444313255126596e+39,1.073631967293314160e+38,nan,nan,6.569362315853155451e+04
1.900000000000000000e+01,1.792691864505943311e+00,6.034266409152515932e+20,1.113209055238174194e+01,4.083442926386341669e-11,0.000000000000000000e+00,1.689781066648463160e+07,2.612637339990586042e+04,1.689781066648463160e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.076694644807378352e+08,-1.654608551235612496e+32,-9.672150840814675486e+30,1.868466493078029655e+32,0.000000000000000000e+00,0.000000000000000000e+00,5.048723577883212243e+00,2.539419644995347048e+39,1.014083646048601442e+38,nan,nan,6.582149705912418722e+04
1.950000000000000000e+01,1.843794668770786904e+00,6.210304589464907284e+20,1.117829571118412524e+01,3.694810056643293440e-11,0.000000000000000000e+00,1.693075343533529714e+07,2.612637339990586042e+04,1.693075343533529714e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.078790451635485142e+08,-1.612930729593640462e+32,-9.713462352333628266e+30,1.790720408056844464e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.976494921492106371e+00,2.465103080467125993e+39,9.592870934264269261e+37,nan,nan,6.594961986872300622e+04
2.000000000000000000e+01,1.895008352018734188e+00,6.386942232639408701e+20,1.120845188512213753e+01,3.354883725190660838e-11,0.000000000000000000e+00,1.696376032791893557e+07,2.612637339990586042e+04,1.696376032791893557e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.080890337991879731e+08,-1.573419394527726687e+32,-9.748218179645752552e+30,1.719781659596685906e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.907477611985347821e+00,2.395077269791516507e+39,9.087424371798603132e+37,nan,nan,6.607799207183417457e+04
2.050000000000000000e+01,1.946262647442036142e+00,6.563943303348517601e+20,1.122469578020827186e+01,3.056781238976842989e-11,0.000000000000000000e+00,1.699683146905362234e+07,2.612637339990586042e+04,1.699683146905362234e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.082994311817442328e+08,-1.535965757379499780e+32,-9.777270993236133645e+30,1.655022359479769848e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.841424863759510089e+00,2.328968904263090057e+39,8.620133564452702112e+37,nan,nan,6.620661415390696493e+04
2.100000000000000000e+01,1.997496872130021917e+00,6.741103496245030420e+20,1.122891647410691007e+01,2.794618295818805375e-11,0.000000000000000000e+00,1.702996698380039632e+07,2.612637339990586042e+04,1.702996698380039632e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.085102381068510115e+08,-1.500459318208276902e+32,-9.801376750786709697e+30,1.595858392328494431e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.778145414623333309e+00,2.266460242852524101e+39,8.187264137915069735e+37,nan,nan,6.633548660133556405e+04
2.150000000000000000e+01,2.048658794696685437e+00,6.918246515846968771e+20,1.122277915462499998e+01,2.563378590471338906e-11,0.000000000000000000e+00,1.706316699746372923e+07,2.612637339990586042e+04,1.706316699746372923e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.087214553716907799e+08,-1.466790367686960893e+32,-9.821203664469510717e+30,1.541752576396315028e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.717429553968803368e+00,2.207251190895169647e+39,7.785429934387550249e+37,nan,nan,6.646460990146094991e+04
2.200000000000000000e+01,2.099703617300138436e+00,7.095220728295597015e+20,1.120774832864136883e+01,2.358792181155233189e-11,0.000000000000000000e+00,1.709643163559201360e+07,2.612637339990586042e+04,1.709643163559201360e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.089330837749977112e+08,-1.434851749781266871e+32,-9.837341056389054537e+30,1.492214874881264317e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.659115560278905832e+00,2.151086696732565917e+39,7.411735911410126818e+37,nan,nan,6.659398454257273988e+04
2.250000000000000000e+01,2.150593067250425872e+00,7.271896170465310802e+20,1.118510984709385347e+01,2.177226442750359833e-11,0.000000000000000000e+00,1.712976102397800237e+07,2.612637339990586042e+04,1.712976102397800237e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.091451241170607209e+08,-1.404540059718804566e+32,-9.850307824797288782e+30,1.446801008804550505e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.603037225348507455e+00,2.097730056281043159e+39,7.063581606275982559e+37,nan,nan,6.672361101391098055e+04
2.300000000000000000e+01,2.201294590860777500e+00,7.448161893225374679e+20,1.115599115369399996e+01,2.015589798403067912e-11,0.000000000000000000e+00,1.716315528865932301e+07,2.612637339990586042e+04,1.716315528865932301e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.093575771997265220e+08,-1.375756415965198969e+32,-9.860560265538938920e+30,1.405109698405367499e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.549059820833450729e+00,2.046974994392414420e+39,6.738693415885332238e+37,nan,nan,6.685348980566805403e+04
2.350000000000000000e+01,2.251780640707543135e+00,7.623923610484791050e+20,1.112137982857527874e+01,1.871249341695581064e-11,0.000000000000000000e+00,1.719661455591892824e+07,2.612637339990586042e+04,1.719661455591892824e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.095704438264026642e+08,-1.348406915093320743e+32,-9.868499269300349501e+30,1.366779942441455961e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.497054280089091804e+00,1.998632754435993145e+39,6.435033349284449070e+37,nan,nan,6.698362140899052611e+04
2.400000000000000000e+01,2.302028047861524485e+00,7.799101626846901699e+20,1.108214032324185894e+01,1.741959572821376285e-11,0.000000000000000000e+00,1.723013895228558779e+07,2.612637339990586042e+04,1.723013895228558779e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.097837248020604849e+08,-1.322402853459133097e+32,-9.874476841691881513e+30,1.331487503364895699e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.446900316372750517e+00,1.952532175820309447e+39,6.150786436808520653e+37,nan,nan,6.711400631598093605e+04
2.450000000000000000e+01,2.352017469927055071e+00,7.973629014093481902e+20,1.103902878489184047e+01,1.625802041113240838e-11,0.000000000000000000e+00,1.726372860453436151e+07,2.612637339990586042e+04,1.726372860453436151e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.099974209332382530e+08,-1.297660780585261287e+32,-9.878801893161773084e+30,1.298941461816584746e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.398481636654947735e+00,1.908515542831849626e+39,5.884316146179040671e+37,nan,nan,6.724464501969976118e+04
2.500000000000000000e+01,2.401732906285710900e+00,8.147450008461532201e+20,1.099270626179212407e+01,1.521134673312783422e-11,0.000000000000000000e+00,1.729738363968707249e+07,2.612637339990586042e+04,1.729738363968707249e+07,0.000000000000000000e+00,0.000000000000000000e+00,1.102115330280441642e+08,-1.274102433550733614e+32,-9.881745412083603776e+30,1.268881129479364736e+32,0.000000000000000000e+00,0.000000000000000000e+00,4.351708408482029888e+00,1.866445760037520489e+39,5.634179633724756882e+37,nan,nan,6.737553801416720671e+04
