family,mass_msun,status,t_sf_myr,t_quench_myr,quench_lower_bound_myr,max_r_over_R0,wall_seconds
fig8_f001_c0005,3162277660.1683793,not_launched_within_window,,,,1.0,0.23453960195183754
fig8_f001_c0005,4641588833.612773,not_launched_within_window,,,,1.0,0.2241736762225628
fig8_f001_c0005,6812920690.579622,not_launched_within_window,,,,1.0,0.24211061373353004
fig8_f001_c0005,10000000000.0,not_launched_within_window,,,,1.0,0.22713452950119972
fig8_f001_c0005,14677992676.220675,not_launched_within_window,,,,1.0,0.21542294323444366
fig8_f001_c0005,21544346900.31878,not_launched_within_window,,,,1.0,0.2273430973291397
fig8_f001_c0005,31622776601.683792,not_launched_within_window,,,,1.0,0.23217929527163506
fig8_f001_c0005,46415888336.12772,not_launched_within_window,,,,1.0,0.2215355858206749
fig8_f001_c0005,68129206905.795944,not_launched_within_window,,,,1.0,0.26047493517398834
fig8_f001_c0005,100000000000.0,not_launched_within_window,,,,1.0,0.2233043760061264
fig8_f001_c0005,146779926762.20676,not_launched_within_window,,,,1.0,0.223172627389431
fig8_f001_c0005,215443469003.18777,not_launched_within_window,,,,1.0,0.25785715878009796
fig8_f001_c0005,316227766016.83795,not_launched_within_window,,,,1.0,0.2240811474621296
fig8_f001_c0005,464158883361.2773,not_launched_within_window,,,,1.0,0.21798517182469368
fig8_f001_c0005,681292069057.9595,not_launched_within_window,,,,1.0,0.26061178371310234
fig8_f001_c0005,1000000000000.0,not_launched_within_window,,,,1.0,0.2242019698023796
fig8_f001_c0005,1467799267622.0676,not_launched_within_window,,,,1.0,0.2209089957177639
fig8_f001_c0005,2154434690031.878,not_launched_within_window,,,,1.0,0.275152575224638
fig8_f001_c0005,3162277660168.3794,not_launched_within_window,,,,1.0,0.22595422714948654
fig8_f001_c0005,4641588833612.772,not_launched_within_window,,,,1.0,0.2305014804005623
fig8_f001_c0005,6812920690579.595,not_launched_within_window,,,,1.0,0.22096037864685059
fig8_f001_c0005,10000000000000.0,not_launched_within_window,,,,1.0,0.253913015127182
fig8_f001_lowgas,100000000.0,completed_cycle,6.725004898841651,120.02532786565921,,1.9525955200547016,0.4230329133570194
fig8_f001_lowgas,146779926.76220676,completed_cycle,7.987206123217087,108.20931736883092,,1.7680561116623077,0.38247280567884445
fig8_f001_lowgas,215443469.00318867,completed_cycle,9.51731476258451,100.03932789059475,,1.6188488488730326,0.4079808294773102
fig8_f001_lowgas,316227766.01683795,completed_cycle,11.380993011790649,92.63480582268535,,1.4971420408949183,0.34621523693203926
fig8_f001_lowgas,464158883.3612773,completed_cycle,13.66300475344719,70.9705790372521,,1.3972402066811653,0.3042394742369652
fig8_f001_lowgas,681292069.0579622,completed_cycle,16.47375577431699,65.12921240227249,,1.3149054974566357,0.28878143802285194
fig8_f001_lowgas,1000000000.0,completed_cycle,19.958659895688783,60.363403664699376,,1.2469188326897356,0.2748020254075527
fig8_f001_lowgas,1467799267.6220675,numerical_failure,,,,,0.13700122013688087
fig8_f001_lowgas,2154434690.0318866,numerical_failure,,,,,0.1509571112692356
fig8_f001_lowgas,3162277660.1683793,numerical_failure,,,,,0.15111461654305458
fig8_f001_lowgas,4641588833.612773,numerical_failure,,,,,0.16570880264043808
fig8_f001_lowgas,6812920690.579622,numerical_failure,,,,,0.1765025481581688
fig8_f001_lowgas,10000000000.0,numerical_failure,,,,,0.19824067130684853
fig8_f001_lowgas,14677992676.220675,not_launched_within_window,,,,1.0,0.22761854156851768
fig8_f001_lowgas,21544346900.31878,not_launched_within_window,,,,1.0,0.22644053027033806
fig8_f001_lowgas,31622776601.683792,not_launched_within_window,,,,1.0,0.22823180258274078
fig8_f001_lowgas,46415888336.12772,not_launched_within_window,,,,1.0,0.22492772340774536
fig8_f001_lowgas,68129206905.795944,not_launched_within_window,,,,1.0,0.22154254466295242
fig8_f001_lowgas,100000000000.0,not_launched_within_window,,,,1.0,0.22580445930361748
fig8_f001_lowgas,146779926762.20676,not_launched_within_window,,,,1.0,0.24538986012339592
fig8_f001_lowgas,215443469003.18777,not_launched_within_window,,,,1.0,0.22229550778865814
fig8_f001_lowgas,316227766016.83795,not_launched_within_window,,,,1.0,0.22909044101834297
fig8_f001_lowgas,464158883361.2773,not_launched_within_window,,,,1.0,0.27024610713124275
fig8_f001_lowgas,681292069057.9595,not_launched_within_window,,,,1.0,0.22510097175836563
fig8_f001_lowgas,1000000000000.0,not_launched_within_window,,,,1.0,0.26903949677944183
fig8_f001_lowgas,1467799267622.0676,not_launched_within_window,,,,1.0,0.2267250493168831
fig8_f001_lowgas,2154434690031.878,not_launched_within_window,,,,1.0,0.23860685154795647
fig8_f001_lowgas,3162277660168.3794,not_launched_within_window,,,,1.0,0.23252105712890625
fig8_f001_lowgas,4641588833612.772,not_launched_within_window,,,,1.0,0.2244863398373127
fig8_f001_lowgas,6812920690579.595,not_launched_within_window,,,,1.0,0.22654295712709427
fig8_f001_lowgas,10000000000000.0,not_launched_within_window,,,,1.0,0.23235191404819489
fig8_f01_c1,100000000.0,numerical_failure,,,,,0.10115427523851395
fig8_f01_c1,146779926.76220676,numerical_failure,,,,,0.10666756704449654
fig8_f01_c1,215443469.00318867,numerical_failure,,,,,0.09667975828051567
fig8_f01_c1,316227766.01683795,numerical_failure,,,,,0.1024264469742775
fig8_f01_c1,464158883.3612773,numerical_failure,,,,,0.10095274820923805
fig8_f01_c1,681292069.0579622,numerical_failure,,,,,0.09664187207818031
fig8_f01_c1,1000000000.0,numerical_failure,,,,,0.10961132496595383
fig8_f01_c1,1467799267.6220675,numerical_failure,,,,,0.10540749132633209
fig8_f01_c1,2154434690.0318866,numerical_failure,,,,,0.1088489443063736
fig8_f01_c1,3162277660.1683793,numerical_failure,,,,,0.10464878752827644
fig8_f01_c1,4641588833.612773,numerical_failure,,,,,0.11042528599500656
fig8_f01_c1,6812920690.579622,numerical_failure,,,,,0.11294156312942505
fig8_f01_c1,10000000000.0,numerical_failure,,,,,0.10614287853240967
fig8_f01_c1,14677992676.220675,numerical_failure,,,,,0.12582890316843987
fig8_f01_c1,21544346900.31878,numerical_failure,,,,,0.1105421707034111
fig8_f01_c1,31622776601.683792,numerical_failure,,,,,0.1191171146929264
fig8_f01_c1,46415888336.12772,numerical_failure,,,,,0.13143780082464218
fig8_f01_c1,68129206905.795944,numerical_failure,,,,,0.12377604097127914
fig8_f01_c1,100000000000.0,numerical_failure,,,,,0.14783238619565964
fig8_f01_c1,146779926762.20676,numerical_failure,,,,,0.1356678418815136
fig8_f01_c1,215443469003.18777,numerical_failure,,,,,0.14777982234954834
fig8_f01_c1,316227766016.83795,numerical_failure,,,,,0.17478113994002342
fig8_f01_c1,464158883361.2773,numerical_failure,,,,,0.16689735651016235
fig8_f01_c1,681292069057.9595,numerical_failure,,,,,0.17723707482218742
fig8_f01_c1,1000000000000.0,numerical_failure,,,,,0.20828496664762497
fig8_f01_c1,1467799267622.0676,not_launched_within_window,,,,1.0,0.22960542887449265
fig8_f01_c1,2154434690031.878,not_launched_within_window,,,,1.0,0.2268259972333908
fig8_f01_c1,3162277660168.3794,not_launched_within_window,,,,1.0,0.23127245903015137
fig8_f01_c1,4641588833612.772,not_launched_within_window,,,,1.0,0.23449617996811867
