time_myr,analytic_z6_msun,z3_chabrier_growth1,z3_chabrier_growth0,z3_topheavy_growth1,z3_topheavy_growth0,z6_chabrier_growth1,z6_chabrier_growth0,z6_topheavy_growth1,z6_topheavy_growth0,z9_chabrier_growth1,z9_chabrier_growth0,z9_topheavy_growth1,z9_topheavy_growth0
4.900000000000000000e+01,3.369518216471357422e+11,3.449084255031896973e+11,3.781662353123859863e+11,2.546247722713391113e+12,2.789666100212610840e+12,4.188798554214174194e+11,6.131694052942402344e+11,3.096119657768570312e+12,4.517925985368452148e+12,3.392718553807297363e+11,8.749457895169824219e+11,2.516273854883028809e+12,6.437349206714851562e+12
4.950000000000000000e+01,3.449473979659369507e+11,3.531145012052199097e+11,3.875336901517498779e+11,2.603484085782628418e+12,2.855064604864275879e+12,4.278379058713510132e+11,6.288123836813880615e+11,3.158345460239442871e+12,4.627093621937683594e+12,3.447378835452424927e+11,8.980942436985478516e+11,2.553750542444369141e+12,6.598816196014703125e+12
5.000000000000000000e+01,3.530494780519580078e+11,3.614278321752961426e+11,3.970366771792886353e+11,2.661373393639253906e+12,2.921301544187525879e+12,4.368801189784947510e+11,6.446978227277186279e+11,3.221047736858930176e+12,4.737772506916890625e+12,3.502042020240902100e+11,9.216315483438728027e+11,2.591151682251111328e+12,6.762726442961322266e+12
5.050000000000000000e+01,3.612583942500937500e+11,3.698486541138645020e+11,4.066758291830396729e+11,2.719915376519541016e+12,2.988378878370740234e+12,4.460059594617077026e+11,6.608272587944573975e+11,3.284221319187145996e+12,4.849968861196916992e+12,3.556698079823501587e+11,9.455609419886495361e+11,2.628470515661580566e+12,6.929095131346878906e+12
5.100000000000000000e+01,3.695744766198373413e+11,3.783771992479465942e+11,4.164517771019319458e+11,2.779109746238088867e+12,3.056298551796420898e+12,4.552148879185169067e+11,6.772022291280150146e+11,3.347861036643743652e+12,4.963688893600870117e+12,3.611337122371281128e+11,9.698856751706677246e+11,2.665700410609093750e+12,7.097937473921913086e+12
5.150000000000000000e+01,3.779980529733936768e+11,3.870136963450548706e+11,4.263651500277794189e+11,2.838956196446919434e+12,3.125062493238496094e+12,4.645063609090640869e+11,6.938242718584877930e+11,3.411961717110432129e+12,5.078938801134321289e+12,3.665949392708247681e+11,9.946090104614982910e+11,2.702834860919336426e+12,7.269268712790930664e+12
5.200000000000000000e+01,3.865294489127910767e+11,3.957583710351410522e+11,4.364165755536904907e+11,2.899454404048024902e+12,3.194672617357751953e+12,4.738798313972062988e+11,7.106949265798679199e+11,3.476518188867011719e+12,5.195724771415882812e+12,3.720525274981291504e+11,1.019734223365105347e+12,2.739867486573328125e+12,7.443104123057775391e+12
5.250000000000000000e+01,3.951689878660268555e+11,4.046114456143656006e+11,4.466066795414649048e+11,2.960604028632332031e+12,3.265130823986094727e+12,4.833347485853191528e+11,7.278157339569844971e+11,3.541525280213140137e+12,5.314052981406617188e+12,3.775055290858341064e+11,1.045264601770660400e+12,2.776792032259668457e+12,7.619459010977510742e+12
5.300000000000000000e+01,4.039169911222807007e+11,4.135731392162085571e+11,4.569360863014470825e+11,3.022404713306388184e+12,3.336438998969652344e+12,4.928705581767797241e+11,7.451882360240914307e+11,3.606977820702537598e+12,5.433929598753590820e+12,3.829530100802188110e+11,1.071203446434316895e+12,2.813602367086423340e+12,7.798348715996940430e+12
5.350000000000000000e+01,4.127737778662296753e+11,4.226436678139076538e+11,4.674054185832790527e+11,3.084856084876100586e+12,3.408599014292327148e+12,5.024867024407354736e+11,7.628139761666975098e+11,3.672870641619396484e+12,5.555360781929816406e+12,3.883940503864775391e+11,1.097554070990558594e+12,2.850292483724553223e+12,7.979788611010230469e+12
5.400000000000000000e+01,4.217396652114933472e+11,4.318232444016022949e+11,4.780152977684440918e+11,3.147957754684230957e+12,3.481612728938410156e+12,5.121826204819285278e+11,7.806944994434039307e+11,3.739198577201466309e+12,5.678352681620108398e+12,3.938277438896314087e+11,1.124319802472455566e+12,2.886856498066145996e+12,8.163794104479803711e+12
5.450000000000000000e+01,4.308149682332432251e+11,4.411120787066044312e+11,4.887663435338444214e+11,3.211709317720712891e+12,3.555481987808259766e+12,5.219577479697680054e+11,7.988313520168684082e+11,3.805956463866488770e+12,5.802911438830574219e+12,3.992531981894979248e+11,1.151503980499577637e+12,2.923288647455229004e+12,8.350380637661687500e+12
5.500000000000000000e+01,4.400000000000000000e+11,4.505103777148315430e+11,4.996591744337996826e+11,3.276110354711585449e+12,3.630208623998187988e+12,5.318115178015765991e+11,8.172260821329388428e+11,3.873139142858534668e+12,5.929043188667626953e+12,4.046695349904958496e+11,1.179109958784201416e+12,2.959583291318983398e+12,8.539563690317332031e+12
5.550000000000000000e+01,4.491984220739092407e+11,4.600117883841038818e+11,5.106869749597962036e+11,3.341125683231372559e+12,3.705755081710044922e+12,5.417358879162369995e+11,8.358676706917443848e+11,3.940701842858629395e+12,6.056687503790868164e+12,4.100707314462995605e+11,1.207122208588094238e+12,2.995707520304067871e+12,8.731258780493111328e+12
5.600000000000000000e+01,4.584600647835880127e+11,4.695793232997806396e+11,5.218081422803204956e+11,3.406558154855392090e+12,3.781899933975541504e+12,5.516880687453889160e+11,8.546861927204716797e+11,4.008416003967884277e+12,6.185472750787107422e+12,4.154270408625079956e+11,1.235436497156295166e+12,3.031502793084013184e+12,8.924913066685009766e+12
5.650000000000000000e+01,4.677844994898431396e+11,4.792066069123898315e+11,5.330156766451952515e+11,3.472373453371444336e+12,3.858605760728702637e+12,5.616604010082145996e+11,8.736701150365068359e+11,4.076240030292201660e+12,6.315337659729486328e+12,4.207333608589203491e+11,1.264036145003126221e+12,3.066941916168072754e+12,9.120438806541990234e+12
5.700000000000000000e+01,4.771713061557467041e+11,4.888930804760191650e+11,5.443091635899014282e+11,3.538568137468351562e+12,3.935870083740556641e+12,5.716518779016126709e+11,8.928190308305401611e+11,4.144167661305001953e+12,6.446279968981353516e+12,4.259892230222435303e+11,1.292921183551244141e+12,3.102022357260454102e+12,9.317836832509005859e+12
5.750000000000000000e+01,4.866200730626969604e+11,4.986381955503272095e+11,5.556881985945321045e+11,3.605138825477885254e+12,4.013690481717963867e+12,5.816615118512351074e+11,9.121325488647327881e+11,4.212192751294270996e+12,6.578297505667075195e+12,4.311941874044270020e+11,1.322091667288954590e+12,3.136741756721127441e+12,9.517108109513980469e+12
5.800000000000000000e+01,4.961303965394282837e+11,5.084414136614406738e+11,5.671523867445363770e+11,3.672082193520727539e+12,4.092064588466994629e+12,5.916883339723153076e+11,9.316102929458487549e+11,4.280309266347106445e+12,6.711388182848152344e+12,4.363478416217001953e+11,1.351547673062662842e+12,3.171097922235935547e+12,9.718253731232935547e+12
5.850000000000000000e+01,5.057018807032226562e+11,5.183022059784306030e+11,5.787013424073542480e+11,3.739394973733027832e+12,4.170990091137726074e+12,6.017313935537950439e+11,9.512519014235140381e+11,4.348511281457059570e+12,6.845549996826765625e+12,4.414497999860333252e+11,1.381289299404181396e+12,3.205088823667085449e+12,9.921274916529953125e+12
5.900000000000000000e+01,5.153341372126247559e+11,5.282200530044564209e+11,5.903346889240095215e+11,3.807073952569052734e+12,4.250464728545933105e+12,6.117897575644141846e+11,9.710570267120954590e+11,4.416792977747622070e+12,6.980781024569664062e+12,4.464997026674146729e+11,1.411316665890791748e+12,3.238712588075675781e+12,1.012617300606199023e+13
5.950000000000000000e+01,5.250267850310115967e+11,5.381944442817272949e+11,6.020520583147761230e+11,3.875115969175790039e+12,4.330486289567371582e+12,6.218625101795372314e+11,9.910253348347960205e+11,4.485148639805668945e+12,7.117079421245526367e+12,4.514972148854265747e+11,1.441629912536079590e+12,3.271967494908310059e+12,1.033294945903914844e+13
6.000000000000000000e+01,5.347794502004100952e+11,5.482248781094996948e+11,6.138530909981145020e+11,3.943517913835630371e+12,4.411052611600709961e+12,6.319487523275661621e+11,1.011156504988686523e+12,4.553572653119169922e+12,7.254443417869628906e+12,4.564420261287159424e+11,1.472229199209750977e+12,3.304851971340449219e+12,1.054160585013177344e+13
6.050000000000000000e+01,5.445917656250017700e+11,5.583108612743747559e+11,6.257374355221175537e+11,4.012276726473463379e+12,4.492161579095392578e+12,6.420476012548702393e+11,1.031450229129442017e+12,4.622059501613661133e+12,7.392871319049845703e+12,4.613338494010325317e+11,1.503114705084706299e+12,3.337364587769491699e+12,1.075214386651620508e+13
6.100000000000000000e+01,5.544633708637836914e+11,5.684519087922078857e+11,6.377047483077613525e+11,4.081389395224829102e+12,4.573811122140947266e+12,6.521581901082349854e+11,1.051906211574685791e+12,4.690603765282521484e+12,7.532361500828587891e+12,4.661724204925965576e+11,1.534286628109839600e+12,3.369504053451087891e+12,1.096456530505161133e+13
6.150000000000000000e+01,5.643939119318959961e+11,5.786475436610045166e+11,6.497546934033065186e+11,4.150852955061899902e+12,4.655999215114518555e+12,6.622796675338962402e+11,1.072524168624883667e+12,4.759200117906222656e+12,7.672912408615564453e+12,4.709574972756363525e+11,1.565745184507055176e+12,3.401269212272444336e+12,1.117887206958084180e+13
6.200000000000000000e+01,5.743830411101567383e+11,5.888972966241933594e+11,6.618869422492366943e+11,4.220664486474354004e+12,4.738723875383566406e+12,6.724111972922825928e+11,1.093303828200805420e+12,4.827843324856161133e+12,7.814522555206448242e+12,4.756888590229948730e+11,1.597490608291182373e+12,3.432659038656888672e+12,1.139506616834865039e+13
6.250000000000000000e+01,5.844304167623695068e+11,5.992007059437342529e+11,6.741011734531654053e+11,4.290821114202320312e+12,4.821983162060889648e+12,6.825519578876584473e+11,1.114244929496665771e+12,4.896528240978875977e+12,7.957190518883147461e+12,4.803663057487901611e+11,1.629523150811478516e+12,3.463672633594152832e+12,1.161314971153112109e+13
6.300000000000000000e+01,5.945357031600051270e+11,6.095573171825236816e+11,6.863970725741666260e+11,4.361320006018775391e+12,4.905775174809309570e+12,6.927011422118937988e+11,1.135347222648067871e+12,4.965249808556729492e+12,8.100914941591312500e+12,4.849896575701526489e+11,1.661843080313571045e+12,3.494309220791231934e+12,1.183312490887049805e+13
6.350000000000000000e+01,6.046985703138741455e+11,6.199666829956347656e+11,6.987743319160445557e+11,4.432158371558950195e+12,4.990098052693494141e+12,7.028579572016518555e+11,1.156610468413976562e+12,5.034003055341337891e+12,8.245694527191207031e+12,4.895587540891412354e+11,1.694450681520694092e+12,3.524568142938929688e+12,1.205499406740993750e+13
6.400000000000000000e+01,6.149186938124421387e+11,6.304283629299138184e+11,7.112326503290615234e+11,4.503333461194393555e+12,5.074949973076569336e+12,7.130216235083128662e+11,1.178034437871970703e+12,5.102783092656315430e+12,8.391528039778262695e+12,4.940734537939682007e+11,1.727346255233218506e+12,3.554448858089458984e+12,1.227875958932313867e+13
6.450000000000000000e+01,6.251957546664478760e+11,6.409419232315107422e+11,7.237717330196920166e+11,4.574842564949545898e+12,5.160329150559348633e+12,7.231913751800146484e+11,1.199618912126073730e+12,5.171585113566034180e+12,8.538414302069787109e+12,4.985336334787388916e+11,1.760530117945475342e+12,3.583950936140747070e+12,1.250442396983400781e+13
6.500000000000000000e+01,6.355294391595158691e+11,6.515069366609616699e+11,7.363912913679908447e+11,4.646683011458810547e+12,5.246233835960000000e+12,7.333664593552053223e+11,1.221363682026521484e+12,5.240404391107333984e+12,8.686352193854531250e+12,5.029391876809305420e+11,1.794002601478996338e+12,3.613074055423278320e+12,1.273198979522194141e+13
6.550000000000000000e+01,6.459194387044691162e+11,6.621229823154140625e+11,7.490910427521898193e+11,4.718852166962070312e+12,5.332662315332319336e+12,7.435461359671586914e+11,1.243268547900843750e+12,5.309236276581256836e+12,8.835340650502179688e+12,5.072900281359002075e+11,1.827764052631291992e+12,3.641817999385602051e+12,1.296145974090838867e+13
6.600000000000000000e+01,6.563654497050628662e+11,6.727896454576696777e+11,7.618707103801571045e+11,4.791347434336995117e+12,5.419612909020681641e+12,7.537296774589254150e+11,1.265333319295697266e+12,5.378076197902085938e+12,8.985378661529691406e+12,5.115860832477344971e+11,1.861814832839399658e+12,3.670182653374749512e+12,1.319283656962084570e+13
6.650000000000000000e+01,6.668671734228834229e+11,6.835065173516990967e+11,7.747300231273879395e+11,4.864166252166312500e+12,5.507083970749942383e+12,7.639163685082226562e+11,1.287557814728903809e+12,5.446919658001083984e+12,9.136465269221927734e+12,5.158272975757967529e+11,1.896155317857421631e+12,3.698168001508030273e+12,1.342612312963046094e+13
6.700000000000000000e+01,6.774243158491607666e+11,6.942731951043154297e+11,7.876687153811978760e+11,4.937306093838453125e+12,5.595073886748684570e+12,7.741055057618061523e+11,1.309941861451193604e+12,5.515762233282503906e+12,9.288599567303837891e+12,5.200136313363685303e+11,1.930785897447386475e+12,3.725774123632928223e+12,1.366132235305969727e+13
6.750000000000000000e+01,6.880365875812711182e+11,7.050892815127143555e+11,8.006865268908214111e+11,5.010764466680064453e+12,5.683581074904242188e+12,7.842963975788714600e+11,1.332485295217168945e+12,5.584599572129531250e+12,9.441780699661958984e+12,5.241450599187957764e+11,1.965706975082744873e+12,3.753001192371820801e+12,1.389843725425687109e+13
6.800000000000000000e+01,6.987037037037037354e+11,7.159543849176112061e+11,8.137832026231322021e+11,5.084538911118973633e+12,5.772603983948023438e+12,7.944883637830877686e+11,1.355187960065053223e+12,5.653427393458015625e+12,9.596007859112777344e+12,5.282215734156060791e+11,2.000918967663897949e+12,3.779849470248583984e+12,1.413747092823430469e+13
6.850000000000000000e+01,7.094253836732937012e+11,7.268681190616921387e+11,8.269584926237197266e+11,5.158626999876115234e+12,5.862141092669835938e+12,8.046807354228605957e+11,1.378049708104789795e+12,5.722241485315867188e+12,9.751280286215916016e+12,5.322431761660643921e+11,2.036422305245156494e+12,3.806319306894159668e+12,1.437842654916714453e+13
6.900000000000000000e+01,7.202013512085206299e+11,7.378301029531594238e+11,8.402121518830684814e+11,5.233026337185333984e+12,5.952190909159788086e+12,8.148728545394624023e+11,1.401070399314105713e+12,5.791037703526212891e+12,9.907597268130048828e+12,5.362098863126813965e+11,2.072217430772614258e+12,3.832411136328358398e+12,1.462130736895021094e+13
6.950000000000000000e+01,7.310313341826923828e+11,7.488399607341145020e+11,8.535439402076013184e+11,5.307734558039653320e+12,6.042751970076639648e+12,8.250640739426729736e+11,1.424249901342156494e+12,5.859811970372426758e+12,1.006495813750963086e+13,5.401217353702026978e+11,2.108304799832376465e+12,3.858125474315304688e+12,1.486611671581002344e+13
7.000000000000000000e+01,7.419150645208405762e+11,7.598973215535759277e+11,8.669536220953686523e+11,5.382749327462965820e+12,6.133822839941390625e+12,8.352537569936170654e+11,1.447588089320409668e+12,5.928560273323281250e+12,1.022336227144063672e+13,5.439787678066373901e+11,2.144684880408682129e+12,3.883462915790031738e+12,1.511285799296968945e+13
7.050000000000000000e+01,7.528522781001619873e+11,7.710018194449160156e+11,8.804409666161614990e+11,5.458068339806023438e+12,6.225402110454994141e+12,8.454412773944644775e+11,1.471084845680414307e+12,5.997278663796533203e+12,1.038280909041356250e+13,5.477810406358942871e+11,2.181358152651456055e+12,3.908424132353858887e+12,1.536153467736419922e+13
7.100000000000000000e+01,7.638427146538525391e+11,7.821530932075156250e+11,8.940057472958647461e+11,5.533689318065696289e+12,6.317488399839202148e+12,8.556260189847203369e+11,1.494740059978165527e+12,6.065963255959411133e+12,1.054329805733204688e+13,5.515286230216291504e+11,2.218325108652852051e+12,3.933009869836282227e+12,1.561215031840403125e+13
7.150000000000000000e+01,7.748861176781851807e+11,7.933507862924682617e+11,9.076477420048393555e+11,5.609610013226502930e+12,6.410080352199494141e+12,8.658073755438059082e+11,1.518553628724750244e+12,6.134610225564444336e+12,1.070482867655564062e+13,5.552215958919173584e+11,2.255586252232380371e+12,3.957220945921225098e+12,1.586470853678473242e+13
7.200000000000000000e+01,7.859822343426929932e+11,8.045945466921311035e+11,9.213667328501788330e+11,5.685828203623493164e+12,6.503176636909171875e+12,8.759847505996784668e+11,1.542525455222998291e+12,6.203215808819232422e+12,1.086740049297514844e+13,5.588600515643814697e+11,2.293142098730224609e+12,3.981058247835602539e+12,1.611921302334070703e+13
7.250000000000000000e+01,7.971308154033247070e+11,8.158840268333839111e+11,9.351625060716500244e+11,5.762341694325583984e+12,6.596775948013745117e+12,8.861575572432337646e+11,1.566655449409871338e+12,6.271776301288784180e+12,1.103101309111926172e+13,5.624440933814293213e+11,2.330993174808395508e+12,4.004522730098191895e+12,1.637566753794128320e+13
7.300000000000000000e+01,8.083316151184488525e+11,8.272188834744183350e+11,9.490348519411722412e+11,5.839148316538553711e+12,6.690877003654728516e+12,8.963252179482510986e+11,1.590943527704333984e+12,6.340288056829200195e+12,1.119566609429108789e+13,5.659738353552685547e+11,2.369140018259358887e+12,4.027615412326990723e+12,1.663407590842702539e+13
7.350000000000000000e+01,8.195843911675854492e+11,8.385987776049160156e+11,9.629835646656744385e+11,5.916245927026823242e+12,6.785478545512081055e+12,9.064871643966573486e+11,1.615389612860481689e+12,6.408747486551326172e+12,1.136135916373334766e+13,5.694494018223753662e+11,2.407583177821815918e+12,4.050337377103137207e+12,1.689444202958499414e+13
7.400000000000000000e+01,8.308889045727547607e+11,8.500233743494710693e+11,9.770084422931917725e+11,5.993632407553312500e+12,6.880579338264541992e+12,9.166428373088895264e+11,1.639993633825685059e+12,6.477151057813366211e+12,1.152809199782106641e+13,5.728709271071162109e+11,2.446323213003336426e+12,4.072689767889824707e+12,1.715676986216098633e+13
7.450000000000000000e+01,8.422449196223325195e+11,8.614923428741245117e+11,9.911092866220596924e+11,6.071305664336672852e+12,6.976178169067017578e+12,9.267916862791632080e+11,1.664755525603534180e+12,6.545495293241267578e+12,1.169586433128064648e+13,5.762385551942341309e+11,2.485360693909532227e+12,4.094673787004418457e+12,1.742106343190738672e+13
7.500000000000000000e+01,8.536522037973140869e+11,8.730053562958790283e+11,1.005285903113080200e+12,6.149263627525118164e+12,7.072273847044524414e+12,9.369331696154364014e+11,1.689675229121403809e+12,6.613776769775808594e+12,1.186467593443416602e+13,5.795524394099141846e+11,2.524696201079503418e+12,4.116290693642245605e+12,1.768732682866522266e+13
7.550000000000000000e+01,8.651105276998853760e+11,8.845620915950748291e+11,1.019538100804536255e+12,6.227504250686330078e+12,7.168865202801858398e+12,9.470667541838984375e+11,1.714752691102407227e+12,6.681992117745404297e+12,1.203452661246801758e+13,5.828127421111711426e+11,2.564330325327290039e+12,4.137541801950565918e+12,1.795556420547884766e+13
7.600000000000000000e+01,8.766196649842149658e+11,8.961622295305137939e+11,1.033865692229935181e+12,6.306025510312684570e+12,7.265951087948450195e+12,9.571919152577932129e+11,1.739987863941601318e+12,6.750138019963634766e+12,1.220541620472476953e+13,5.860196343832984619e+11,2.604263667589065918e+12,4.158428479151184082e+12,1.822577977774211719e+13
7.650000000000000000e+01,8.881793922893714600e+11,9.078054545572115479e+11,1.048268493338374390e+12,6.384825405341296875e+12,7.363530374637804688e+12,9.673081363704324951e+11,1.765380705586223877e+12,6.818211210850685547e+12,1.237734458401745117e+13,5.891732957451315918e+11,2.644496838775875000e+12,4.178952143710352539e+12,1.849797782237477734e+13
7.700000000000000000e+01,8.997894891742913818e+11,9.194914547466875000e+11,1.062746323417414917e+12,6.463901956688292969e+12,7.461601955120965820e+12,9.774149091722059326e+11,1.790931179419833740e+12,6.886208475577611328e+12,1.255031165596530469e+13,5.922739138619038086e+11,2.685030459631620117e+12,4.199114263554658691e+12,1.877216267702772266e+13
7.750000000000000000e+01,9.114497380547102051e+11,9.312199217096800537e+11,1.077299005018377808e+12,6.543253206796745117e+12,7.560164741313406250e+12,9.875117332914715576e+11,1.816639254150171387e+12,6.954126649232820312e+12,1.272431735835018555e+13,5.953216842654523926e+11,2.725865160596162109e+12,4.218916354331471680e+12,1.904833873931626953e+13
7.800000000000000000e+01,9.231599241419864502e+11,9.429905505212012939e+11,1.091926363883946167e+12,6.622877219197795898e+12,7.659217664374888672e+12,9.975981161991516113e+11,1.842504903700610840e+12,7.021962616009839844e+12,1.289936166049283984e+13,5.983168100815770264e+11,2.767001581673258789e+12,4.238359977712851074e+12,1.932651046608005859e+13
7.850000000000000000e+01,9.349198353837424316e+11,9.548030396478363037e+11,1.106628228878008057e+12,6.702772078084443359e+12,7.758759674301831055e+12,1.007673573076921997e+12,1.868528107105037354e+12,7.089713308415605469e+12,1.307544456264825586e+13,6.012595017643311768e+11,2.808440372303194824e+12,4.257446739741627930e+12,1.960668237266878906e+13
7.900000000000000000e+01,9.467292624062573242e+11,9.666570908772005615e+11,1.121404431917623779e+12,6.782935887897540039e+12,7.858789739531607422e+12,1.017737626688836060e+12,1.894708848406040039e+12,7.157375706498623047e+12,1.325256609541939062e+13,6.041499768370522461e+11,2.850182191239894043e+12,4.276178289218528320e+12,1.988885903225269141e+13
7.950000000000000000e+01,9.585879984585408936e+11,9.785524092494781494e+11,1.136254807907062988e+12,6.863366772923579102e+12,7.959306846558429688e+12,1.027789807256282227e+12,1.921047116556275879e+12,7.224946837096203125e+12,1.343072631918858984e+13,6.069884596399406738e+11,2.892227706432351562e+12,4.294556316129223145e+12,2.017304507515676172e+13
8.000000000000000000e+01,9.704958393580305176e+11,9.904887029909554443e+11,1.151179194673812744e+12,6.944062876903770508e+12,8.060309999560361328e+12,1.037829652336138550e+12,1.947542905322877441e+12,7.292423773100213867e+12,1.360992532356598828e+13,6.097751810840029297e+11,2.934577594910209473e+12,4.312582550110278809e+12,2.045924518821808984e+13
8.050000000000000000e+01,9.824525834378491211e+11,1.002465683449481689e+12,1.166177432906492188e+12,7.025022362654081055e+12,8.161798220037007812e+12,1.047856706702013062e+12,1.974196213194800049e+12,7.359803632740579102e+12,1.379016322685432031e+13,6.125103784111794434e+11,2.977232542673312012e+12,4.330258758952881836e+12,2.074746411416513281e+13
8.100000000000000000e+01,9.944580314955657959e+11,1.014483065031785034e+12,1.181249366094594727e+12,7.106243411695795898e+12,8.263770546457550781e+12,1.057870522228468872e+12,2.001007043292998535e+12,7.427083578886029297e+12,1.397144017552952344e+13,6.151942949604909668e+11,3.020193244585095215e+12,4.347586747143449707e+12,2.103770665101827734e+13
8.150000000000000000e+01,1.006511986743407715e+12,1.026540565142565308e+12,1.196394840470000488e+12,7.187724223896216797e+12,8.366226033918763672e+12,1.067870657778113281e+12,2.027975403283298828e+12,7.494260818361495117e+12,1.415375634373648438e+13,6.178271799400383301e+11,3.063460404269683594e+12,4.364568354440107422e+12,2.132997765151098438e+13
8.200000000000000000e+01,1.018614254759867432e+12,1.038637904125320190e+12,1.211613704950177734e+12,7.269463017119216797e+12,8.469163753812553711e+12,1.077856679091464478e+12,2.055101305291906738e+12,7.561332601281473633e+12,1.433711193279950781e+13,6.204092882046953125e+11,3.107034734012505371e+12,4.381205454484106934e+12,2.162428202253060156e+13
8.250000000000000000e+01,1.030764643442656982e+12,1.050774805204814209e+12,1.226905811083026123e+12,7.351458026885210938e+12,8.572582793502806641e+12,1.087828158679493408e+12,2.082384765823411377e+12,7.628296220399027344e+12,1.452150717074688867e+13,6.229408800393482666e+11,3.150916954664348633e+12,4.397499953445313965e+12,2.192062472457818750e+13
8.300000000000000000e+01,1.042962962962962891e+12,1.062950994431158691e+12,1.242271012993291260e+12,7.433707506040278320e+12,8.676482256011154297e+12,1.097784675718748291e+12,2.109825805681231201e+12,7.695149010469711914e+12,1.470694231184910156e+13,6.254222209475263672e+11,3.195107795548706543e+12,4.413453788700871094e+12,2.221901077124692969e+13
8.350000000000000000e+01,1.055209025720952881e+12,1.075166200625427856e+12,1.257709167330502441e+12,7.516209724434092773e+12,8.780861259711357422e+12,1.107725815948977051e+12,2.137424449890377930e+12,7.761888347630057617e+12,1.489341763617009766e+13,6.278535814452923584e+11,3.239607994372279297e+12,4.429068927546257812e+12,2.251944522871795703e+13
8.400000000000000000e+01,1.067502646302493042e+12,1.087420155326760376e+12,1.273220133218367432e+12,7.598962968606379883e+12,8.885718938031962891e+12,1.117651171573160156e+12,2.165180727622480469e+12,7.828511648790046875e+12,1.508093344913137305e+13,6.302352368602465820e+11,3.284418297138544434e+12,4.444347365937859375e+12,2.282193321527346875e+13
8.450000000000000000e+01,1.079843641437031860e+12,1.099712592740900879e+12,1.288803772205588623e+12,7.681965541481624023e+12,8.991054439167056641e+12,1.127560341159878662e+12,2.193094672122978516e+12,7.895016371039264648e+12,1.526949008108818750e+13,6.325674671355212402e+11,3.329539458064277344e+12,4.459291127266330078e+12,2.312647990082635547e+13
8.500000000000000000e+01,1.092231829956612549e+12,1.112043249690122070e+12,1.304459948218030762e+12,7.765215762071659180e+12,9.096866925794714844e+12,1.137452929547926514e+12,2.221166320640394531e+12,7.961400011066087891e+12,1.545908788691761133e+13,6.348505566386290283e+11,3.374972239498890625e+12,4.473902261159971680e+12,2.343309050646558984e+13
8.550000000000000000e+01,1.104667032755973877e+12,1.124411865564489502e+12,1.320188527512213379e+12,7.848711965186048828e+12,9.203155574803000000e+12,1.147328547753114014e+12,2.249395714357642578e+12,8.027660104589685547e+12,1.564972724561801953e+13,6.370847939750502930e+11,3.420717411846541016e+12,4.488182842317382812e+12,2.374177030401733203e+13
8.600000000000000000e+01,1.117149072753702881e+12,1.136818182274410645e+12,1.335989378630058105e+12,7.932452501149802734e+12,9.309919577023117188e+12,1.157186812877170898e+12,2.277782898325263672e+12,8.093794225804326172e+12,1.584140855991958203e+13,6.392704718064351807e+11,3.466775753490862793e+12,4.502134969368690430e+12,2.405252461562054297e+13
8.650000000000000000e+01,1.129677774854405029e+12,1.149261944204442383e+12,1.351862372354880127e+12,8.016435735528351562e+12,9.417158136969640625e+12,1.167027348018692627e+12,2.306327921396553223e+12,8.159799986835611328e+12,1.603413225590537500e+13,6.414078866733059082e+11,3.513148050722248535e+12,4.515760763764677734e+12,2.436535881331722656e+13
8.700000000000000000e+01,1.142252965911855469e+12,1.161742898168293213e+12,1.367807381668541260e+12,8.100660048859423828e+12,9.524870472587484375e+12,1.176849782186060791e+12,2.335030836164490234e+12,8.225675037208293945e+12,1.622789878264282227e+13,6.434973388221519775e+11,3.559835097667620117e+12,4.529062368693115234e+12,2.468027831865646484e+13
8.750000000000000000e+01,1.154874474693101807e+12,1.174260793365001465e+12,1.383824281709760986e+12,8.185123836391711914e+12,9.633055815005390625e+12,1.186653750212276611e+12,2.363891698900428711e+12,8.291417063325325195e+12,1.642270861182507617e+13,6.455391320368009033e+11,3.606837696222546875e+12,4.542041948021682617e+12,2.499728860231190234e+13
8.800000000000000000e+01,1.167542131843484863e+12,1.186815381336230469e+12,1.399912949733521240e+12,8.269825507829969727e+12,9.741713408295750000e+12,1.196438892671636963e+12,2.392910569494466309e+12,8.357023787957726562e+12,1.661856223742197656e+13,6.475335734739739990e+11,3.654156655985686035e+12,4.554701685266852539e+12,2.531639518371221094e+13
8.850000000000000000e+01,1.180255769852549072e+12,1.199406415924663330e+12,1.416073265071546387e+12,8.354763487086520508e+12,9.850842509240578125e+12,1.206204855798218750e+12,2.422087511397457520e+12,8.422492969745046875e+12,1.681546017534034375e+13,6.494809735029102783e+11,3.701792794195427246e+12,4.567043782588096680e+12,2.563760363068419922e+13
8.900000000000000000e+01,1.193015223020811523e+12,1.212033653233442627e+12,1.432305109093808838e+12,8.439936212038754883e+12,9.960442387103384766e+12,1.215951291406083740e+12,2.451422591564600098e+12,8.487822402706027344e+12,1.701340296309326172e+13,6.513816455489730225e+11,3.749746935668708496e+12,4.579070459806870117e+12,2.596091955910799609e+13
8.950000000000000000e+01,1.205820327427364746e+12,1.224696851586638672e+12,1.448608365171030273e+12,8.525342134292625977e+12,1.007051232340675977e+13,1.225677856811176514e+12,2.480915880400547363e+12,8.553009915759166992e+12,1.721239115947807422e+13,6.532359059411387939e+11,3.798019912741874023e+12,4.590783953449763672e+12,2.628634863258404688e+13
