mass_msun,alpha1.35_mc0.2,alpha1.35_mc5,alpha1.35_mc10,alpha2.35_mc0.2,alpha2.35_mc5,alpha2.35_mc10
2.524594319561695444e-01,1.077510986835449047e-01,6.669260756987907877e-53,1.181355211096774526e-157,3.180861300610191567e+00,6.999356616656844752e-51,1.633930804150635403e-155
2.542679436215376509e-01,1.075558644234270583e-01,2.545831316936427028e-52,6.989146470886892434e-156,3.152514626859017621e+00,2.652833773386334988e-50,9.597923656688367128e-154
2.560894106929225700e-01,1.073514469284289063e-01,9.570347703772498890e-52,3.947272673789731079e-154,3.124143023010141462e+00,9.901662515784836215e-50,5.382081465952720868e-152
2.579239259773259407e-01,1.071380080153296610e-01,3.543623182637609382e-51,2.129259115570283693e-152,3.095754854292532166e+00,3.640222482051410110e-49,2.882581826546594535e-150
2.597715829465791493e-01,1.069157097044898946e-01,1.292598892865686928e-50,1.097601666922528768e-150,3.067358294006591102e+00,1.318390797419752852e-48,1.475359566205915306e-148
2.616324757421059632e-01,1.066847141331120075e-01,4.645690855816995674e-50,5.409657122197304010e-149,3.038961324041530965e+00,4.704686399046263050e-48,7.219761452635465123e-147
2.635066991797190283e-01,1.064451834709349565e-01,1.645432724666324339e-49,2.550496899238428553e-147,3.010571735528615012e+00,1.654476083922725402e-47,3.379698032463205774e-145
2.653943487544510593e-01,1.061972798383536004e-01,5.744145563886734947e-49,1.150876618046522895e-145,2.982197129624357679e+00,5.734635121381762390e-47,1.514195167226928164e-143
2.672955206454205590e-01,1.059411652269502679e-01,1.976776604915388825e-48,4.972765525757864013e-144,2.953844918417892540e+00,1.959466918779579282e-46,6.496075457547286170e-142
2.692103117207320651e-01,1.056770014224243659e-01,6.707291065014390953e-48,2.058478479429424685e-142,2.925522325956818825e+00,6.601269848058133381e-46,2.669927078037374810e-140
2.711388195424119241e-01,1.054049499299039572e-01,2.244211963386409241e-47,8.167427163698007476e-141,2.897236389385922983e+00,2.193028099319833235e-45,1.051812503198589532e-138
2.730811423713792041e-01,1.051251719016209896e-01,7.405880759180928572e-47,3.107590998340134690e-139,2.868993960193307213e+00,7.185500574100820297e-45,3.973533727444352700e-137
2.750373791724523564e-01,1.048378280669301360e-01,2.410759344190810024e-46,1.134406655907007748e-137,2.840801705558519963e+00,2.322384701226278856e-44,1.440196678099373081e-135
2.770076296193914600e-01,1.045430786646501936e-01,7.742170100583872126e-46,3.974882891636833921e-136,2.812666109797475222e+00,7.405305879020790543e-44,5.010457316859203724e-134
2.789919940999771031e-01,1.042410833777041163e-01,2.453408723199816158e-45,1.337496285116239407e-134,2.784593475898953674e+00,2.329969243326320043e-43,1.673962031865453791e-132
2.809905737211247367e-01,1.039320012700341161e-01,7.672578323713887270e-45,4.323875944080646715e-133,2.756589927147709229e+00,7.234717933931815388e-43,5.373116214376511889e-131
2.830034703140369423e-01,1.036159907257645924e-01,2.368329474227421861e-44,1.343580560963374921e-131,2.728661408829213819e+00,2.217289410740485129e-42,1.657741121447094989e-129
2.850307864393914481e-01,1.032932093905869209e-01,7.216667037361635963e-44,4.014756906325323033e-130,2.700813690011291790e+00,6.708368659137807471e-42,4.918268595177707997e-128
2.870726253925670046e-01,1.029638141153366160e-01,2.171144054004424282e-43,1.154124987937705063e-128,2.673052365397930341e+00,2.003866950430720460e-41,1.403801889939286485e-126
2.891290912089063414e-01,1.026279609017337890e-01,6.450018713165425036e-43,3.193267371220140891e-127,2.645382857250726527e+00,5.910731173402009734e-41,3.856454858406825977e-125
2.912002886690169268e-01,1.022858048502564565e-01,1.892412899054502633e-42,8.507367745626046873e-126,2.617810417373533927e+00,1.721853202003210395e-40,1.020112724982695703e-123
2.932863233041099194e-01,1.019375001101146677e-01,5.484220830889962515e-42,2.183328606921364724e-124,2.590340129155990212e+00,4.954446543972431357e-40,2.599393650706803727e-122
2.953873014013769782e-01,1.015831998312937551e-01,1.570069578203777622e-41,5.399970089093209217e-123,2.562976909671729420e+00,1.408312719234342083e-39,6.383285848067840898e-121
2.975033300094059863e-01,1.012230561186328870e-01,4.441073123557689551e-41,1.287639332939022028e-121,2.535725511827208845e+00,3.955196974770425111e-39,1.511287753208302543e-119
2.996345169436349654e-01,1.008572199879057135e-01,1.241313438807181348e-40,2.961474220285775960e-120,2.508590526557207045e+00,1.097644334334854900e-38,3.451126472436146584e-118
3.017809707918459594e-01,1.004858413238678555e-01,3.428927247298698974e-40,6.572198692452392755e-119,2.481576385063130274e+00,3.010498696286538440e-38,7.604376187984128793e-117
3.039428009196976088e-01,1.001090688402372086e-01,9.362168843440108679e-40,1.407921886459996126e-117,2.454687361090452935e+00,8.161249067999210596e-38,1.617452214024489789e-115
3.061201174762973043e-01,9.972705004157045305e-02,2.526931667292944633e-39,2.912632719334505748e-116,2.427927573241666970e+00,2.187125231355740292e-37,3.322298211666814939e-114
3.083130313998138083e-01,9.933993118700053249e-02,6.743201690341598506e-39,5.821090337180960578e-115,2.401300987321276281e+00,5.794904623651540187e-37,6.592607461227087461e-113
3.105216544231292897e-01,9.894785725579846591e-02,1.779305708659921719e-38,1.124357999656436699e-113,2.374811418709473099e+00,1.518206004989686404e-36,1.264321381862990331e-111
3.127460990795330464e-01,9.855097191472271534e-02,4.643038399879955788e-38,2.099688281846519773e-112,2.348462534761242893e+00,3.933529378895635348e-36,2.344270286590697442e-110
3.149864787084545314e-01,9.814941748711944469e-02,1.198329193235831135e-37,3.792462843750649695e-111,2.322257857227780331e+00,1.007990066475015148e-35,4.204111086130988692e-109
3.172429074612386768e-01,9.774333492373642185e-02,3.059330673015620089e-37,6.627788170974015059e-110,2.296200764697181373e+00,2.555091890952188756e-35,7.294935528349695527e-108
3.195155003069619637e-01,9.733286377521316313e-02,7.726926127484704090e-37,1.121138553381643404e-108,2.270294495051514705e+00,6.407474004179601565e-35,1.225214465343082577e-106
3.218043730382900702e-01,9.691814216621021105e-02,1.930946266726083239e-36,1.836344245399385507e-107,2.244542147937468091e+00,1.589828475064444877e-34,1.992539395136433505e-105
3.241096422773781516e-01,9.649930677113983946e-02,4.774953375824982784e-36,2.913479646128094364e-106,2.218946687247873140e+00,3.903455277493372221e-34,3.138808331845392460e-104
3.264314254818126426e-01,9.607649279146063259e-02,1.168571887154146108e-35,4.479093083034807036e-105,2.193510943611534092e+00,9.484959845855491921e-34,4.791184402228837112e-103
3.287698409505961927e-01,9.564983393449925930e-02,2.830611912118933840e-35,6.674884312518143691e-104,2.168237616888867070e+00,2.281184345173847686e-33,7.089188614468113001e-102
3.311250078301746225e-01,9.521946239376104237e-02,6.787260002917699808e-35,9.645539765501392884e-103,2.143129278670986793e+00,5.430934046987137295e-33,1.017136675260030095e-100
3.334970461205084558e-01,9.478550883069282451e-02,1.611194574292952503e-34,1.352042378481788559e-101,2.118188374779935934e+00,1.280053210587074462e-32,1.415608209678936318e-99
3.358860766811866405e-01,9.434810235786079968e-02,3.786956901153408893e-34,1.839014537600501041e-100,2.093417227767901068e+00,2.987241850377189933e-32,1.911780029419346902e-98
3.382922212375845117e-01,9.390737052350643654e-02,8.813949509246148991e-34,2.428060584689737522e-99,2.068818039413320875e+00,6.903201824802504803e-32,2.506180042348570868e-97
3.407156023870663297e-01,9.346343929744370393e-02,2.031594268720037724e-33,3.112863649188192093e-98,2.044392893211889106e+00,1.579854099409122884e-31,3.190162724118569752e-96
3.431563436052312288e-01,9.301643305826140518e-02,4.638071887108402519e-33,3.876430097622326803e-97,2.020143756860566686e+00,3.581108406306728248e-31,3.944433921877897407e-95
3.456145692522051283e-01,9.256647458179394217e-02,1.048864426546433284e-32,4.690493150417866324e-96,1.996072484732785979e+00,8.040801452869138192e-31,4.738831037274864102e-94
3.480904045789767198e-01,9.211368503082542625e-02,2.349791837186526685e-32,5.516473387145427152e-95,1.972180820343127916e+00,1.788584089643269774e-30,5.533682474591223157e-93
3.505839757337794182e-01,9.165818394599056784e-02,5.215714602024795691e-32,6.308138099504579531e-94,1.948470398799839298e+00,3.941792706762616008e-30,6.282809482676512296e-92
3.530954097685187199e-01,9.120008923783827492e-02,1.147145103812497979e-31,7.015781926837478489e-93,1.924942749243640616e+00,8.607921705318764402e-30,6.937911718565059503e-91
3.556248346452456910e-01,9.073951718002190581e-02,2.500277402004643223e-31,7.591423154027882181e-92,1.901599297271347355e+00,1.862808186924053091e-29,7.453768121144993379e-90
3.581723792426769748e-01,9.027658240358306385e-02,5.400923436452713131e-31,7.994255040313201073e-91,1.878441367342922996e+00,3.995286732108286537e-29,7.793466401317933972e-89
3.607381733627615383e-01,8.981139789229354575e-02,1.156383818024564665e-30,8.195479936137770369e-90,1.855470185170643438e+00,8.493406847116285624e-29,7.932809942476529984e-88
3.633223477372939381e-01,8.934407497902310813e-02,2.454334902381973881e-30,8.181722919098675114e-89,1.832686880089140713e+00,1.789838046540151116e-28,7.863165483086029305e-87
3.659250340345755470e-01,8.887472334309889921e-02,5.164242778204184185e-30,7.956462429064883135e-88,1.810092487405155826e+00,3.739267656781609404e-28,7.592287657061425657e-86
3.685463648661232994e-01,8.840345100862444239e-02,1.077365774210081389e-29,7.539274209913047895e-87,1.787687950725904695e+00,7.745386013284824714e-28,7.143024951881141216e-85
3.711864737934265079e-01,8.793036434372573928e-02,2.228669127107538253e-29,6.963078137634079102e-86,1.765474124265039801e+00,1.590836252078446687e-27,6.550189833694339311e-84
3.738454953347520315e-01,8.745556806069283706e-02,4.571888606199016270e-29,6.269915448414224157e-85,1.743451775125234748e+00,3.240227566038142053e-27,5.856178315952554211e-83
3.765235649719981814e-01,8.697916521698552395e-02,9.301533478260697676e-29,5.505995209381373187e-84,1.721621585556511347e+00,6.545373225880493534e-27,5.106089548958512594e-82
3.792208191575975884e-01,8.650125721707251081e-02,1.876995006210291709e-28,4.716798532403283870e-83,1.699984155189463664e+00,1.311423522772397659e-26,4.343100854381003597e-81
3.819373953214701967e-01,8.602194381507381749e-02,3.757176943896944253e-28,3.942923910807177075e-82,1.678540003242610101e+00,2.606402542862913925e-26,3.604715335052598249e-80
3.846734318780251627e-01,8.554132311817672085e-02,7.460879183201069138e-28,3.217139325551130959e-81,1.657289570703166959e+00,5.138896127731609572e-26,2.920266168952173627e-79
3.874290682332133806e-01,8.505949159079609356e-02,1.469899358347887142e-27,2.562838299147513492e-80,1.636233222480575344e+00,1.005234585704035252e-25,2.309796735716795420e-78
3.902044447916305780e-01,8.457654405945047582e-02,2.873382132656271290e-27,1.993840930997758020e-79,1.615371249532182585e+00,1.951071562088924657e-25,1.784198027935266979e-77
3.929997029636708716e-01,8.409257371832587480e-02,5.573729448798513023e-27,1.515285740683062138e-78,1.594703870960531233e+00,3.757730986556472593e-25,1.346316207781799885e-76
3.958149851727323920e-01,8.360767213549948063e-02,1.072959109658355654e-26,1.125249240828190829e-77,1.574231236081744312e+00,7.182290440427640806e-25,9.926616783918370915e-76
3.986504348624737015e-01,8.312192925979680624e-02,2.049948242356830269e-26,8.167087503164689009e-77,1.553953426464568022e+00,1.362456602781249462e-24,7.153518858062596865e-75
4.015061965041224479e-01,8.263543342825541149e-02,3.887427276468848246e-26,5.795124965961600833e-76,1.533870457939660259e+00,2.565322967939614105e-24,5.039823336587149415e-74
4.043824156038364204e-01,8.214827137416932934e-02,7.317759178824859234e-26,4.021120304959066765e-75,1.513982282578767213e+00,4.794660653576547175e-24,3.472158678075043616e-73
4.072792387101176192e-01,8.166052823568906160e-02,1.367498257732021679e-25,2.729168015351533719e-74,1.494288790643467424e+00,8.896240878666513370e-24,2.339821679053675527e-72
4.101968134212789496e-01,8.117228756495231679e-02,2.537138930525746676e-25,1.812263955707678067e-73,1.474789812503219055e+00,1.638792588335045466e-23,1.542673184242135101e-71
4.131352883929646502e-01,8.068363133772109286e-02,4.673756406807917593e-25,1.177682974953193466e-72,1.455485120522464593e+00,2.997407608093947022e-23,9.953615592569062446e-71
4.160948133457246789e-01,8.019463996350163770e-02,8.549238012350560670e-25,7.491308309637996529e-72,1.436374430916605327e+00,5.443862281062746095e-23,6.286517497065130462e-70
4.190755390726428331e-01,7.970539229612406962e-02,1.552969790667109568e-24,4.665676594715291475e-71,1.417457405576681984e+00,9.818445174905074532e-23,3.887470259395844050e-69
4.220776174470204922e-01,7.921596564475899549e-02,2.801607117557758623e-24,2.845793868119710551e-70,1.398733653862633375e+00,1.758680441710548869e-22,2.354267876209303762e-68
4.251012014301145947e-01,7.872643578534938014e-02,5.019888271745401900e-24,1.700305931176706165e-69,1.380202734365052919e+00,3.128770749753323959e-22,1.396623988514570482e-67
4.281464450789310705e-01,7.823687697243585093e-02,8.934228355966490093e-24,9.953763806121080434e-69,1.361864156635373524e+00,5.528874479749641190e-22,8.117826192186948097e-67
4.312135035540748396e-01,7.774736195135451000e-02,1.579535632204899157e-23,5.710641205805639403e-68,1.343717382884458411e+00,9.705303011180422900e-22,4.624207163349047797e-66
4.343025331276546552e-01,7.725796197078746430e-02,2.774239895531295834e-23,3.211583433557557299e-67,1.325761829649599655e+00,1.692480503569731420e-21,2.582091371463259715e-65
4.374136911912465675e-01,7.676874679564497927e-02,4.840979659252887735e-23,1.770878284668377636e-66,1.307996869429944864e+00,2.932330444942762652e-21,1.413647403487523342e-64
4.405471362639124533e-01,7.627978472026124279e-02,8.393232362327061887e-23,9.576143519516319991e-66,1.290421832290419957e+00,5.047878441931496550e-21,7.590021806713416172e-64
4.437030280002771665e-01,7.579114258188396347e-02,1.445984703675454839e-22,5.079502370488618345e-65,1.273036007434220629e+00,8.634622005751821478e-21,3.997362506594894736e-63
4.468815271986630311e-01,7.530288577443987330e-02,2.475528749993746889e-22,2.643475808656961824e-64,1.255838644743975552e+00,1.467734815332210067e-20,2.065511882306205552e-62
4.500827958092832315e-01,7.481507826255827387e-02,4.211851756448566468e-22,1.350041599185198451e-63,1.238828956291714301e+00,2.479434777897933670e-20,1.047368475461338453e-61
4.533069969424929346e-01,7.432778259583532054e-02,7.122126087925403410e-22,6.767519508600721572e-63,1.222006117817781901e+00,4.162835596218006125e-20,5.212929525218489478e-61
4.565542948771005305e-01,7.384105992332214152e-02,1.197038230348196167e-21,3.330537286955294177e-62,1.205369270178874075e+00,6.946845055980146317e-20,2.547221005149061903e-60
4.598248550687376035e-01,7.335497000822070734e-02,1.999853235210742723e-21,1.609504968617364217e-61,1.188917520765377933e+00,1.152332223101667782e-19,1.222206640295922673e-59
4.631188441582891335e-01,7.286957124277138043e-02,3.321311347109370056e-21,7.639296552066287072e-61,1.172649944888224827e+00,1.900155577051505815e-19,5.759777096639853164e-59
4.664364299803845371e-01,7.238492066331690677e-02,5.483674860349091248e-21,3.561936819185101892e-60,1.156565587135473416e+00,3.114951277190476942e-19,2.666481095077818886e-58
4.697777815719488270e-01,7.190107396552782026e-02,9.001469144259544420e-21,1.631843889618280549e-59,1.140663462698874087e+00,5.076833827599286505e-19,1.212916479644695252e-57
4.731430691808154454e-01,7.141808551977529840e-02,1.469140436455094938e-20,7.347123276774723723e-59,1.124942558670652071e+00,8.227025695698111673e-19,5.422125980955150798e-57
4.765324642744008243e-01,7.093600838663675912e-02,2.384238731614870611e-20,3.251532822835574977e-58,1.109401835310789286e+00,1.325651202498176215e-18,2.382541145636397258e-56
4.799461395484403980e-01,7.045489433252144496e-02,3.847695109709584949e-20,1.414737484837562325e-57,1.094040227285082656e+00,2.124125500188988423e-18,1.029267163559460724e-55
4.833842689357885081e-01,6.997479384540232494e-02,6.175095913988243379e-20,6.052911492549800307e-57,1.078856644874263360e+00,3.384723673158407128e-18,4.372366625329899552e-55
4.868470276152803144e-01,6.949575615064200462e-02,9.856126091487033859e-20,2.547043841716436521e-56,1.063849975154494754e+00,5.363962736743807442e-18,1.826790134187721983e-54
4.903345920206573227e-01,6.901782922690037625e-02,1.564643189113004745e-19,1.054324016836659127e-55,1.049019083149554943e+00,8.454633872554701343e-18,7.508035658722539047e-54
4.938471398495568598e-01,6.854105982211215753e-02,2.470572612728880497e-19,4.293963798295756394e-55,1.034362812955030853e+00,1.325491979030824333e-17,3.036061716966183670e-53
4.973848500725666644e-01,6.806549346952280033e-02,3.880427731858265805e-19,1.720954369303156334e-54,1.019879988834852202e+00,2.067088500137074397e-17,1.208151958429281459e-52
5.009479029423432594e-01,6.759117450377208347e-02,6.062997189208806326e-19,6.788693752384296123e-54,1.005569416290517326e+00,3.206762734743059541e-17,4.731931122069976863e-52
5.045364800027961616e-01,6.711814607701457880e-02,9.424248956846126705e-19,2.636254014393543672e-53,9.914298831033494519e-01,4.949099683633426329e-17,1.824481403208043241e-51
5.081507640983384810e-01,6.664645017506669322e-02,1.457415157287647922e-18,1.007975241471174599e-52,9.774601603501420488e-01,7.599109858968095945e-17,6.926311856488410085e-51
5.117909393832020815e-01,6.617612763357089145e-02,2.242447088960247454e-18,3.795338976805766354e-52,9.636590033925608312e-01,1.160918242492061899e-16,2.589421427073009413e-50
5.154571913308215736e-01,6.570721815416689926e-02,3.433115968763213717e-18,1.407553863052988152e-51,9.500251528406570278e-01,1.764687847765135193e-16,9.534922773383644795e-50
5.191497067432839785e-01,6.523976032066154673e-02,5.230061097916528798e-18,5.142425576791914878e-51,9.365573354908789394e-01,2.669231082363009659e-16,3.458757882911094588e-49
5.228686737608468915e-01,6.477379161518793949e-02,7.928690442446749121e-18,1.851115384417432637e-50,9.232542652389443827e-01,4.017731066886739152e-16,1.236191141150984480e-48
5.266142818715242591e-01,6.430934843434600590e-02,1.196180417952095616e-17,6.566509123178505671e-50,9.101146439679653755e-01,6.018331137080962914e-16,4.353982496211148150e-48
5.303867219207415440e-01,6.384646610531581612e-02,1.796041150342416029e-17,2.295849810480350006e-49,8.971371624121994293e-01,8.972132195874938361e-16,1.511456284888505422e-47
5.341861861210591700e-01,6.338517890193649806e-02,2.684008060914203133e-17,7.912827701190252269e-49,8.843205009968205799e-01,1.331260931037623943e-15,5.172301302852964612e-47
5.380128680619665760e-01,6.292552006074290938e-02,3.992294683158267008e-17,2.688870577400723676e-48,8.716633306540921833e-01,1.966083467678269112e-15,1.745106739221071176e-46
5.418669627197456595e-01,6.246752179695309881e-02,5.910927667175734152e-17,9.010064137062444464e-48,8.591643136163366057e-01,2.890247244429835083e-15,5.806039273091343146e-46
5.457486664674051635e-01,6.201121532040002049e-02,8.711757061014800944e-17,2.977657250311620802e-47,8.468221041860898302e-01,4.229461703927832706e-15,1.905139504548535597e-45
5.496581770846861170e-01,6.155663085140041652e-02,1.278190077924414666e-16,9.706856990699902683e-47,8.346353494838342213e-01,6.161334294350919221e-15,6.166385871765221599e-45
5.535956937681395518e-01,6.110379763655519880e-02,1.867011379700304680e-16,3.121814874528928357e-46,8.226026901737016894e-01,8.935652805039550574e-15,1.969061143872374405e-44
5.575614171412756059e-01,6.065274396447527250e-02,2.715078150647474323e-16,9.906653410418831060e-46,8.107227611675404955e-01,1.290213689798180588e-14,6.204103235807778034e-44
5.615555492647854585e-01,6.020349718142684742e-02,3.931183450962788645e-16,3.102444814536313861e-45,7.989941923077390484e-01,1.854823594372460930e-14,1.929106043980144174e-43
5.655782936468367605e-01,5.975608370689146354e-02,5.667498395228437933e-16,9.589669658800366800e-45,7.874156090291972721e-01,2.655037727124435336e-14,5.920463030534777661e-43
5.696298552534431181e-01,5.931052904903478390e-02,8.135942822917498827e-16,2.926106899329146985e-44,7.759856330008334524e-01,3.784314036543100656e-14,1.793668596812696211e-42
5.737104405189071832e-01,5.886685782008019979e-02,1.163037675762719717e-15,8.815103778796650758e-44,7.647028827470252477e-01,5.371221401799406046e-14,5.365119949419470628e-42
5.778202573563390176e-01,5.842509375158187052e-02,1.655655137641012491e-15,2.622275929406358242e-43,7.535659742493630020e-01,7.591876625920517958e-14,1.584639163024096648e-41
5.819595151682489531e-01,5.798525970959340220e-02,2.347235863724296161e-15,7.703806511217269002e-43,7.425735215291103808e-01,1.068651212632553082e-13,4.622291740922453203e-41
5.861284248572181665e-01,5.754737770972748190e-02,3.314169035389383861e-15,2.235475722850789918e-42,7.317241372107480268e-01,1.498145161605281097e-13,1.331747635118290783e-40
5.903271988366435297e-01,5.711146893210308079e-02,4.660620469893215354e-15,6.408155725131432405e-42,7.210164330669920352e-01,2.091813536009162216e-13,3.790399826005638830e-40
5.945560510415612843e-01,5.667755373617611864e-02,6.528055540306832018e-15,1.814909054478230275e-41,7.104490205456569507e-01,2.909129547175255441e-13,1.065876344241470223e-39
5.988151969395468788e-01,5.624565167545031441e-02,9.107823307621279032e-15,5.079195252909144589e-41,7.000205112787492023e-01,4.029895711452486193e-13,2.961739480017962586e-39
6.031048535416929646e-01,5.581578151206510741e-02,1.265771804416974724e-14,1.404791992968761766e-40,6.897295175741605666e-01,5.560765972297518788e-13,8.133246959833129482e-39
6.074252394136679944e-01,5.538796123125687421e-02,1.752368724419020142e-14,3.840293239147060827e-40,6.795746528903268135e-01,7.643718489237675038e-13,2.207579304655719439e-38
6.117765746868509824e-01,5.496220805569169976e-02,2.416817170564954463e-14,1.037790083550353680e-39,6.695545322942333399e-01,1.046701817599745594e-12,5.923268681555969581e-38
6.161590810695484199e-01,5.453853845966587927e-02,3.320695759954087344e-14,2.772708866832804476e-39,6.596677729031176218e-01,1.427934406450513421e-12,1.571289388351695552e-37
6.205729818582907953e-01,5.411696818317243002e-02,4.545690966375587462e-14,7.324953427089189727e-39,6.499129943102346374e-01,1.940792333050705334e-12,4.121513853777942893e-37
6.250185019492090488e-01,5.369751224583086541e-02,6.199755902463224347e-14,1.913669272520294511e-38,6.402888189950463049e-01,2.628171740495445455e-12,1.069101083663793420e-36
6.294958678494946280e-01,5.328018496067830900e-02,8.425026261410173197e-14,4.944760541649376767e-38,6.307938727181771066e-01,3.546095306562193960e-12,2.742818949260844637e-36
6.340053076889397010e-01,5.286499994781973522e-02,1.140795618999659448e-13,1.263846513085708416e-37,6.214267849014954992e-01,4.767459091193336234e-12,6.960592364217572590e-36
6.385470512315609692e-01,5.245197014793575446e-02,1.539224796825330360e-13,3.195713209197566381e-37,6.121861889936578427e-01,6.386768455407333555e-12,1.747509936824161777e-35
6.431213298873061923e-01,5.204110783564611792e-02,2.069528434793051117e-13,7.995005195396190555e-37,6.030707228214610138e-01,8.526101692550179125e-12,4.340808196136298824e-35
6.477283767238456447e-01,5.163242463272726956e-02,2.772893570865643514e-13,1.979245584912368502e-36,5.940790289273344404e-01,1.134259175600925858e-11,1.066968310741236881e-34
6.523684264784469500e-01,5.122593152118302268e-02,3.702581096707803280e-13,4.849115158380897434e-36,5.852097548933068438e-01,1.503777802618692647e-11,2.595459904198973448e-34
6.570417155699351808e-01,5.082163885616660520e-02,4.927225731799774970e-13,1.175867798099572905e-35,5.764615536517757599e-01,1.986925298512895674e-11,6.248996956661661386e-34
6.617484821107393334e-01,5.041955637875318585e-02,6.534969612988008239e-13,2.822528960851800515e-35,5.678330837833963640e-01,2.616511469340569279e-11,1.489327514009663870e-33
6.664889659190236237e-01,5.001969322856209682e-02,8.638621830521800400e-13,6.707371721999720337e-35,5.593230098024182251e-01,3.434183701602702028e-11,3.514019535922726908e-33
6.712634085309080456e-01,4.962205795622743471e-02,1.138207607850973831e-12,1.578156188643407597e-34,5.509300024297698606e-01,4.492628774707999218e-11,8.209217621660363513e-33
6.760720532127737492e-01,4.922665853571681072e-02,1.494826563295228982e-12,3.676886671468814592e-34,5.426527388542139452e-01,5.858276246566204742e-11,1.899030851382938512e-32
6.809151449736589035e-01,4.883350237649719539e-02,1.956899020825785020e-12,8.483823404021230377e-34,5.344899029818657166e-01,7.614606165468448831e-11,4.350542201414320338e-32
6.857929305777415996e-01,4.844259633554773292e-02,2.553701407810337000e-12,1.938795569009767307e-33,5.264401856743816666e-01,9.866182307068965059e-11,9.871514196526703956e-32
6.907056585569130158e-01,4.805394672921879662e-02,3.322091050960780212e-12,4.388830470423496481e-33,5.185022849761078412e-01,1.274355335082344521e-10,2.218710053983754552e-31
6.956535792234412874e-01,4.766755934493714653e-02,4.308321551278914577e-12,9.842123447211006189e-33,5.106749063304797387e-01,1.640918870868078322e-10,4.940154641672813626e-31
7.006369446827245273e-01,4.728343945275711308e-02,5.570255574586634670e-12,2.186745903238032842e-32,5.029567627859601320e-01,2.106464343045583508e-10,1.089808140032614378e-30
7.056560088461366620e-01,4.690159181675733480e-02,7.180053287204611062e-12,4.814188776074899795e-32,4.953465751917903170e-01,2.695917808039915506e-10,2.382181413662330163e-30
7.107110274439638609e-01,4.652202070628352892e-02,9.227428160022671353e-12,1.050288091515723787e-31,4.878430723838367289e-01,3.440009506529205347e-10,5.160124108447556977e-30
7.158022580384353351e-01,4.614472990703684385e-02,1.182357730567415330e-11,2.270905351462052007e-31,4.804449913607949929e-01,4.376509296146888172e-10,1.107772882015312299e-29
7.209299600368461736e-01,4.576972273200845959e-02,1.510591111485153194e-11,4.866750938885613792e-31,4.731510774510240824e-01,5.551698530569592884e-10,2.357169467896201806e-29
7.260943947047746594e-01,4.539700203226020719e-02,1.924372694254935228e-11,1.033885465600688524e-30,4.659600844702686540e-01,7.022118045031153712e-10,4.971919699089178251e-29
7.312958251793943987e-01,4.502657020755192890e-02,2.444499419690482831e-11,2.177419907453600844e-30,4.588707748705238010e-01,8.856637479584099664e-10,1.039666032041127765e-28
7.365345164828808189e-01,4.465842921681568989e-02,3.096444364445582858e-11,4.546645955833519303e-30,4.518819198802979109e-01,1.113889733485392310e-09,2.155474021756026505e-28
7.418107355359156996e-01,4.429258058847737600e-02,3.911318231442749650e-11,9.413725437477879284e-30,4.449922996365135441e-01,1.397018194266623658e-09,4.431116548436648660e-28
7.471247511712867384e-01,4.392902543062623955e-02,4.927008731302856336e-11,1.932836564924262164e-29,4.382007033082941927e-01,1.747278897458060380e-09,9.033306967087347925e-28
7.524768341475848166e-01,4.356776444103298979e-02,6.189526739911980468e-11,3.935802095338659424e-29,4.315059292128709534e-01,2.179396922962239313e-09,1.826353655552865821e-27
7.578672571630000743e-01,4.320879791701699724e-02,7.754592057421857398e-11,7.949077231016635046e-29,4.249067849238412076e-01,2.711051925763350243e-09,3.662421561217467723e-27
7.632962948692155747e-01,4.285212576516340965e-02,9.689495944447031642e-11,1.592523650843574384e-28,4.184020873720082911e-01,3.363411889949025835e-09,7.285133194686475595e-27
7.687642238854025534e-01,4.249774751089080427e-02,1.207528239497939091e-10,3.165050789529688110e-28,4.119906629390225339e-01,4.161751606516639417e-09,1.437580850595204363e-26
7.742713228123134783e-01,4.214566230787038931e-02,1.500929534384375330e-10,6.240804086175350459e-28,4.056713475440466010e-01,5.136167202156548359e-09,2.814440908904910422e-26
7.798178722464784718e-01,4.179586894729742791e-02,1.860814471833249441e-10,1.220968598414080575e-27,3.994429867236536924e-01,6.322399211040671794e-09,5.467088071389800763e-26
7.854041547945003199e-01,4.144836586701596687e-02,2.301115044503902887e-10,2.370342390725658004e-27,3.933044357051734830e-01,7.762777913701247717e-09,1.053810809162799260e-25
7.910304550874559526e-01,4.110315116049757800e-02,2.838433022635811849e-10,4.566657506889675636e-27,3.872545594736848118e-01,9.507305962577699222e-09,2.015811863529896396e-25
7.966970597953975108e-01,4.076022258567540274e-02,3.492500411485762949e-10,8.731809680293519836e-27,3.812922328328614552e-01,1.161489466756334772e-08,3.826976599108163218e-25
8.024042576419591066e-01,4.041957757363429798e-02,4.286709664104507745e-10,1.657165211983255385e-26,3.754163404598629961e-01,1.415477172023786543e-08,7.211362766413576341e-25
8.081523394190681664e-01,4.008121323715831824e-02,5.248722548847003111e-10,3.121906721336364593e-26,3.696257769544649130e-01,1.720807958414211372e-08,1.348874200532523676e-24
8.139415980017602470e-01,3.974512637913653335e-02,6.411167445073956762e-10,5.838523455467275885e-26,3.639194468826154050e-01,2.086968526048270839e-08,2.504693245758017478e-24
