x,y
1.000000000000000000e+01,6.679947905588568878e+10
1.101123620078859844e+01,8.377155124636836243e+10
1.202247111509570843e+01,1.028844286693137207e+11
1.303370731588430864e+01,1.241743039552893066e+11
1.404494351667290708e+01,1.476727921859163818e+11
1.505617971746150729e+01,1.734069776506582947e+11
1.606741591825010573e+01,2.014005878502813721e+11
1.707865211903870417e+01,2.316740890899506836e+11
1.808988831982730261e+01,2.642449356801047363e+11
1.910112452061590105e+01,2.991189965524277344e+11
2.011235814844152259e+01,3.363272161914605713e+11
2.112359434923012458e+01,3.758718934773023071e+11
2.213483055001871946e+01,4.177613258689140015e+11
2.314606675080732145e+01,4.620027163500889282e+11
2.415730295159591989e+01,5.086025462926531372e+11
2.516853915238451833e+01,5.575642410060450439e+11
2.617977535317311677e+01,6.088913824532471924e+11
2.719101155396171521e+01,6.625851867682546387e+11
2.820224775475031720e+01,7.186344759101293945e+11
2.921348395553891564e+01,7.770635709149675293e+11
3.022472015632751052e+01,8.378587303917449951e+11
3.123595378415313562e+01,9.010181671437091064e+11
3.224718998494173405e+01,9.665388404127073975e+11
3.325842618573032894e+01,1.034416897383437988e+12
3.426966238651893093e+01,1.104647657140290771e+12
3.528089858730753292e+01,1.177227019444583252e+12
3.629213478809613491e+01,1.252150134183694336e+12
3.730337098888472980e+01,1.329393325569703125e+12
3.831460718967332468e+01,1.408980589274573242e+12
3.932584339046192667e+01,1.490891183573401611e+12
4.033707959125052156e+01,1.575114467078583984e+12
4.134831579203912355e+01,1.661646073126930664e+12
4.235955199282771844e+01,1.750475508584246338e+12
4.337078819361632043e+01,1.841593995509006104e+12
4.438202439440492242e+01,1.934990512365504639e+12
4.539326059519352441e+01,2.030658177274247070e+12
4.640449679598211929e+01,2.128568371593685059e+12
4.741572785084476749e+01,2.228745149825437988e+12
4.842696405163336237e+01,2.331160216741721680e+12
4.943820025242196436e+01,2.435802599364748535e+12
5.044943645321055925e+01,2.542663198836845703e+12
5.146067265399916124e+01,2.651729654979774902e+12
5.247190885478775613e+01,2.762990361857006836e+12
5.348314505557635812e+01,2.876431471037452637e+12
5.449438125636495300e+01,2.992044522252295898e+12
5.550561745715355499e+01,3.097922481875635254e+12
5.651685365794215699e+01,3.218026913376195312e+12
5.752808985873075187e+01,3.339189882207861328e+12
5.853932605951934676e+01,3.461379106205803711e+12
5.955056226030795585e+01,3.584561693273484375e+12
6.056179846109655074e+01,3.708712758525400391e+12
6.157303466188514562e+01,3.833800613706320801e+12
6.258427086267374762e+01,3.959799044481338379e+12
6.359550706346234961e+01,4.086682983846065430e+12
6.460674326425095160e+01,4.202861531576468262e+12
6.561797946503955359e+01,4.331514341517922363e+12
6.662921566582814137e+01,4.460974900263329102e+12
6.764045186661672915e+01,4.591222341098898438e+12
6.865168292147939155e+01,4.722232129873128906e+12
6.966291912226799354e+01,4.853983853298052734e+12
7.067415532305658132e+01,4.986456279890223633e+12
7.168539152384519753e+01,5.119621633173847656e+12
7.269662772463378531e+01,5.253468945720625000e+12
7.370786392542237309e+01,5.377137471774591797e+12
7.471910012621097508e+01,5.512348116443533203e+12
7.573033632699957707e+01,5.648179172661162109e+12
7.674157252778817906e+01,5.784614846628806641e+12
7.775280872857678105e+01,5.921628691678149414e+12
7.876404492936536883e+01,6.059210604395469727e+12
7.977528113015397082e+01,6.197338966787963867e+12
8.078651218501661901e+01,6.335996900831102539e+12
8.179774838580522101e+01,6.475178589918218750e+12
8.280898458659382300e+01,6.604670640696592773e+12
8.382022078738241078e+01,6.744893156323413086e+12
8.483145698817102698e+01,6.885585799016316406e+12
8.584269318895961476e+01,7.026734829272495117e+12
8.685392938974821675e+01,7.168317002782745117e+12
8.786516559053680453e+01,7.310312212418935547e+12
8.887640179132542073e+01,7.452731862644648438e+12
8.988763799211400851e+01,7.595535284386685547e+12
9.089887419290261050e+01,7.738741800821140625e+12
9.191011039369121249e+01,7.872728388732849609e+12
9.292134659447980027e+01,8.016706584234210938e+12
9.393258279526841648e+01,8.161027622665424805e+12
9.494381899605700426e+01,8.305678954116966797e+12
9.595505519684560625e+01,8.450650847451581055e+12
9.696629139763419403e+01,8.595936465807737305e+12
9.797752759842281023e+01,8.741515365783256836e+12
9.898876379921139801e+01,8.887369033594708984e+12
1.000000000000000000e+02,9.033515199561158203e+12
