x,y
1.101123620078859844e+01,1.001914803982401085e+10
1.202247111509570843e+01,1.236227195437827682e+10
1.303370731588430864e+01,1.498757549935232544e+10
1.404494351667290708e+01,1.790166829947475052e+10
1.505617971746150729e+01,2.111066470664113998e+10
1.606741591825010573e+01,2.462017005830167007e+10
1.707865211903870417e+01,2.843543904178701401e+10
1.808988831982730261e+01,3.256133447589008713e+10
1.910112452061590105e+01,3.700124505583316040e+10
2.011235814844152259e+01,4.176158802453599548e+10
2.112359434923012458e+01,4.684523063353434753e+10
2.213483055001871946e+01,5.225581894034842682e+10
2.314606675080732145e+01,5.799688636819882965e+10
2.415730295159591989e+01,6.407167172590353394e+10
2.516853915238451833e+01,7.048318556512783813e+10
2.617977535317311677e+01,7.723427224341659546e+10
2.719101155396171521e+01,8.432760252391860962e+10
2.820224775475031720e+01,9.176420252210664368e+10
2.921348395553891564e+01,9.954934955662741089e+10
3.022472015632751052e+01,1.076839012816158600e+11
3.123595378415313562e+01,1.161697642910801544e+11
3.224718998494173405e+01,1.250089648126430511e+11
3.325842618573032894e+01,1.342033244000747986e+11
3.426966238651893093e+01,1.437545565142091064e+11
3.528089858730753292e+01,1.536643091371039124e+11
3.629213478809613491e+01,1.639339491634393311e+11
3.730337098888472980e+01,1.745631326516865540e+11
3.831460718967332468e+01,1.855566750484750366e+11
3.932584339046192667e+01,1.969139442026516113e+11
4.033707959125052156e+01,2.086361975373872070e+11
4.134831579203912355e+01,2.207243850475682678e+11
4.235955199282771844e+01,2.331795999252809143e+11
4.337078819361632043e+01,2.460023123181795654e+11
4.438202439440492242e+01,2.591938136167747192e+11
4.539326059519352441e+01,2.727545431157352600e+11
4.640449679598211929e+01,2.866832174398045044e+11
4.741572785084476749e+01,3.009843182447298584e+11
4.842696405163336237e+01,3.156566216452474365e+11
4.943820025242196436e+01,3.307004040025706177e+11
5.044943645321055925e+01,3.461161458029633789e+11
5.146067265399916124e+01,3.619041769743579102e+11
5.247190885478775613e+01,3.780649385632349243e+11
5.348314505557635812e+01,3.945982022705793457e+11
5.449438125636495300e+01,4.115048194122326050e+11
5.550561745715355499e+01,4.270406187527055664e+11
5.651685365794215699e+01,4.446753597999648438e+11
5.752808985873075187e+01,4.624794602018474731e+11
5.853932605951934676e+01,4.804481979644301147e+11
5.955056226030795585e+01,4.985759893299870605e+11
6.056179846109655074e+01,5.168583343544135132e+11
6.157303466188514562e+01,5.352907069355290527e+11
6.258427086267374762e+01,5.538693182050717773e+11
6.359550706346234961e+01,5.725888176812170410e+11
6.460674326425095160e+01,5.897454318241005859e+11
6.561797946503955359e+01,6.087459450226522217e+11
6.662921566582814137e+01,6.278757287154748535e+11
6.764045186661672915e+01,6.471310647703630371e+11
6.865168292147939155e+01,6.665085693679134521e+11
6.966291912226799354e+01,6.860044389969410400e+11
7.067415532305658132e+01,7.056149153269353027e+11
7.168539152384519753e+01,7.253368537532590332e+11
7.269662772463378531e+01,7.451676919113527832e+11
7.370786392542237309e+01,7.635042106030950928e+11
7.471910012621097508e+01,7.835521529570266113e+11
7.573033632699957707e+01,8.036989872305382080e+11
7.674157252778817906e+01,8.239427413078322754e+11
7.775280872857678105e+01,8.442793202182164307e+11
7.876404492936536883e+01,8.647062585488572998e+11
7.977528113015397082e+01,8.852211752928411865e+11
8.078651218501661901e+01,9.058217112803709717e+11
8.179774838580522101e+01,9.265037072468973389e+11
8.280898458659382300e+01,9.457607379595540771e+11
8.382022078738241078e+01,9.666103094063319092e+11
8.483145698817102698e+01,9.875346878990415039e+11
8.584269318895961476e+01,1.008532399378236938e+12
8.685392938974821675e+01,1.029600745723810303e+12
8.786516559053680453e+01,1.050737618949209229e+12
8.887640179132542073e+01,1.071940505246478394e+12
8.988763799211400851e+01,1.093206403499361938e+12
9.089887419290261050e+01,1.114534911656799561e+12
9.191011039369121249e+01,1.134502569785836670e+12
9.292134659447980027e+01,1.155957175293073242e+12
9.393258279526841648e+01,1.177466974904347900e+12
9.494381899605700426e+01,1.199030302920579346e+12
9.595505519684560625e+01,1.220645972231918945e+12
9.696629139763419403e+01,1.242312109531396240e+12
9.797752759842281023e+01,1.264026064711752930e+12
9.898876379921139801e+01,1.285785537936653564e+12
1.000000000000000000e+02,1.307591069153893799e+12
